corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown,model_size,n_params_nonemb,n_params_total,bits_stored_per_param,bits_stored_per_param_total,k_sub,frac_stored,mean_exposures,cap,warmup_docs,facts_with_at_least_cstar_exposures,cap_adequacy,budget_tokens,n_uncapped
U10000,,0,2,0.0003,29952,360686,9512,114144,11.728320980391503,nan,16.677734375,200.1328125,2581.2706751808164,0.0008,2.438767194747925,3.4816625118255615,b2f56ecef4c4,6ffe868cd4cd,11.797104069256783,12.465466955280304,0.0019974768713204374,1,M,7993152,9582336,2.503803411970647e-05,2.0885597468091288e-05,10000,0.0016677734375,2.9952,,,,,,
U10000,,0,2,0.0003,50816,612029,9950,119400,11.040565477392674,nan,36.57080078125,438.849609375,8165.93079249382,0.0001,2.3143370151519775,6.163501501083374,b2f56ecef4c4,6ffe868cd4cd,11.124354276225567,12.55884494895935,0.003919597989949748,1,M,7993152,9582336,5.490319830962804e-05,4.5797768871285665e-05,10000,0.003657080078125,5.0816,,,,,,
U10000,,0,2,0.0003,86272,1038820,9998,119976,10.196219432947636,nan,110.55908203125,1326.708984375,15991.155084973478,0.00015,2.2613070011138916,10.064395189285278,b2f56ecef4c4,6ffe868cd4cd,10.272909383118153,12.900036136126518,0.011302260452090419,1,M,7993152,9582336,0.00016598070252823918,0.00013845360717626684,10000,0.011055908203125,8.6272,,,,,,
U10000,,0,2,0.0003,146304,1761768,10000,120000,8.553114886277914,nan,1583.55859375,19002.703125,31996.770138978958,0.00025,2.115243673324585,16.123225450515747,b2f56ecef4c4,6ffe868cd4cd,8.656266724587082,13.190849418473244,0.1586,1,M,7993152,9582336,0.0023773729218461003,0.0019830971409268055,10000,0.158355859375,14.6304,,,,,,
U10000,,0,2,0.0003,248064,2988002,10000,120000,3.0094226645671576,nan,8444.55859375,101334.703125,87473.61404525489,0.0001,1.5493311882019043,25.465389251708984,b2f56ecef4c4,6ffe868cd4cd,3.1138289719688146,13.688027130770683,0.8447,1,M,7993152,9582336,0.01267768999325923,0.010575156530203073,10000,0.844455859375,24.8064,,,,,,
U10000,,0,2,0.0003,420608,5065393,10000,120000,0.042182135428900945,nan,9996.55859375,119958.703125,117662.63015407871,0.00035,1.2576807737350464,40.7649827003479,b2f56ecef4c4,6ffe868cd4cd,0.04621411107210442,14.253007644242048,0.9999,1,M,7993152,9582336,0.015007684468530062,0.012518732710374588,10000,0.999655859375,42.0608,,,,,,
U10000,,0,2,0.0003,713216,8589319,10000,120000,0.0052670187545091444,nan,9997.55859375,119970.703125,118378.58369297997,0.0002,1.246056318283081,66.04177284240723,b2f56ecef4c4,6ffe868cd4cd,0.005751035832660718,14.75779389834404,1.0,1,M,7993152,9582336,0.015009185753630108,0.01251998501461439,10000,0.999755859375,71.3216,,,,,,
U10000,,0,2,0.0003,1209472,14567148,10000,120000,0.0013147575415921073,nan,9997.55859375,119970.703125,118568.47140873413,0.0002,1.2279613018035889,108.28650689125061,b2f56ecef4c4,6ffe868cd4cd,0.001414088145154028,15.259070043691993,1.0,1,M,7993152,9582336,0.015009185753630108,0.01251998501461439,10000,0.999755859375,120.9472,,,,,,
U10000,,0,2,0.0003,2050944,24703475,10000,120000,0.0004139390275043331,nan,9997.55859375,119970.703125,118799.04654431436,0.00025,1.263306975364685,178.94202828407288,b2f56ecef4c4,6ffe868cd4cd,0.0004410598483684066,15.871176695351302,1.0,1,M,7993152,9582336,0.015009185753630108,0.01251998501461439,10000,0.999755859375,205.0944,,,,,,
U10000,,0,2,0.0003,3477760,41891289,10000,120000,0.00013288224834823837,nan,9997.55859375,119970.703125,118994.56626390383,0.0002,1.210735559463501,298.18815422058105,b2f56ecef4c4,6ffe868cd4cd,0.00013952060715011726,16.824847401949764,1.0,1,M,7993152,9582336,0.015009185753630108,0.01251998501461439,10000,0.999755859375,347.776,,,,,,
U10000,,0,2,0.0003,5897216,71037086,10000,120000,4.876242573522802e-05,nan,9997.55859375,119970.703125,119246.78436626939,0.0001,1.2177116870880127,498.8114137649536,b2f56ecef4c4,6ffe868cd4cd,5.0619243181746466e-05,17.964996329271795,1.0,1,M,7993152,9582336,0.015009185753630108,0.01251998501461439,10000,0.999755859375,589.7216,,,,,,
U10000,,0,2,0.0003,10000000,120466169,10000,120000,2.2144639505114015e-05,nan,9997.55859375,119970.703125,119431.81373969151,0.00025,1.202470064163208,837.2699768543243,b2f56ecef4c4,6ffe868cd4cd,2.285229843845542e-05,19.53243451431692,1.0,1,M,7993152,9582336,0.015009185753630108,0.01251998501461439,10000,0.999755859375,1000.0,,,,,,
