corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown,model_size,n_params_nonemb,n_params_total,bits_stored_per_param,bits_stored_per_param_total,k_sub,frac_stored,mean_exposures,cap,warmup_docs,facts_with_at_least_cstar_exposures,cap_adequacy,budget_tokens,n_uncapped
U10000,,0,1,0.003,29952,361043,9513,114156,11.957045309801101,nan,2.677490234375,32.1298828125,1807.9390064462182,0.00035,2.3496599197387695,2.5443665981292725,b2f56ecef4c4,c7b1f55e9e5e,11.993825515351295,12.761590341091155,0.0005255965520866183,1,S,2045568,2972592,1.570707148943472e-05,1.080870930571703e-05,10000,0.0002677490234375,2.9952,,,,,,
U10000,,0,1,0.003,50816,612242,9936,119232,11.876658910017014,nan,3.57421875,42.890625,2132.742258995819,0.0001,2.3941397666931152,4.447280645370483,b2f56ecef4c4,c7b1f55e9e5e,11.924844610791206,12.860625217676162,0.0006038647342995169,1,S,2045568,2972592,2.0967586997841188e-05,1.4428695562660466e-05,10000,0.000357421875,5.0816,,,,,,
U10000,,0,1,0.003,86272,1039177,9999,119988,11.311933917102813,nan,21.558837890625,258.7060546875,6055.737494605684,0.0003,2.3278136253356934,7.337488412857056,b2f56ecef4c4,c7b1f55e9e5e,11.396621318614482,12.877043018102645,0.0024002400240024004,1,S,2045568,2972592,0.00012647150067242937,8.703046186207189e-05,10000,0.0021558837890625,8.6272,,,,,,
U10000,,0,1,0.003,146304,1762524,10000,120000,7.623191790740043,nan,1696.55859375,20358.703125,42252.152957975864,0.00025,2.102903366088867,11.85258960723877,b2f56ecef4c4,c7b1f55e9e5e,7.748694922328293,14.077264176571369,0.1699,1,S,2045568,2972592,0.009952591712912991,0.006848805058009979,10000,0.169655859375,14.6304,,,,,,
U10000,,0,1,0.003,248064,2988611,10000,120000,0.9169550039220188,nan,8944.55859375,107334.703125,109741.64588500059,0.00015,1.6369833946228027,18.973016023635864,b2f56ecef4c4,c7b1f55e9e5e,0.9440655672009894,16.88033503380418,0.8947,1,S,2045568,2972592,0.052471833312312276,0.036108118142348496,10000,0.894455859375,24.8064,,,,,,
U10000,,0,1,0.003,420608,5066796,10000,120000,0.08918826366181383,nan,9929.55859375,119154.703125,117969.10473032389,0.0002,1.3095269203186035,30.829808473587036,b2f56ecef4c4,c7b1f55e9e5e,0.09833881598890264,16.932731344723702,0.9932,1,S,2045568,2972592,0.058250179473378544,0.040084445872491076,10000,0.992955859375,42.0608,,,,,,
U10000,,0,1,0.003,713216,8591082,10000,120000,0.03615719555455857,nan,9975.55859375,119706.703125,118299.29449827029,0.0004,1.2309205532073975,50.65421748161316,b2f56ecef4c4,c7b1f55e9e5e,0.04101259121884985,16.62999926969707,0.9978,1,S,2045568,2972592,0.058520031172270975,0.04027014239592921,10000,0.997555859375,71.3216,,,,,,
U10000,,0,1,0.003,1209472,14568994,10000,120000,0.007586547924779525,nan,9994.55859375,119934.703125,118802.74871395614,0.00015,1.2514920234680176,83.5071370601654,b2f56ecef4c4,c7b1f55e9e5e,0.009699706178465809,17.238262563556432,0.9997,1,S,2045568,2972592,0.05863149165659611,0.040346843133871046,10000,0.999455859375,120.9472,,,,,,
U10000,,0,1,0.003,2050944,24703576,10000,120000,0.005220041376055933,nan,9996.55859375,119958.703125,118643.62513763244,0.00035,1.2396318912506104,138.69652843475342,b2f56ecef4c4,c7b1f55e9e5e,0.0064772584860029745,16.383793596291543,0.9999,1,S,2045568,2972592,0.058643224339156655,0.04035491689575966,10000,0.999655859375,205.0944,,,,,,
U10000,,0,1,0.003,3477760,41893019,10000,120000,0.0028892840082457225,nan,9997.55859375,119970.703125,118463.64274861894,0.0002,1.229892373085022,237.67640233039856,b2f56ecef4c4,c7b1f55e9e5e,0.0036636355341132004,15.941095040172339,1.0,1,S,2045568,2972592,0.05864909068043692,0.04035895377670397,10000,0.999755859375,347.776,,,,,,
U10000,,0,1,0.003,5897216,71037383,10000,120000,9.754557143156717e-06,nan,9997.55859375,119970.703125,119450.44671703581,0.00015,1.2291725873947144,401.49508333206177,b2f56ecef4c4,c7b1f55e9e5e,1.2748940371734819e-05,22.359821805775166,1.0,1,S,2045568,2972592,0.05864909068043692,0.04035895377670397,10000,0.999755859375,589.7216,,,,,,
U10000,,0,1,0.003,10000000,120461753,10000,120000,3.704276498841239e-05,nan,9997.55859375,119970.703125,119043.54469244035,0.00015,1.2126612663269043,680.4326066970825,b2f56ecef4c4,c7b1f55e9e5e,4.642522407952924e-05,17.78091389492154,1.0,1,S,2045568,2972592,0.05864909068043692,0.04035895377670397,10000,0.999755859375,1000.0,,,,,,
