corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown,model_size,n_params_nonemb,n_params_total,bits_stored_per_param,bits_stored_per_param_total,k_sub,frac_stored,mean_exposures,cap,warmup_docs,facts_with_at_least_cstar_exposures,cap_adequacy,budget_tokens,n_uncapped
U30000,,0,2,0.0003,29952,360686,18847,226164,12.096415130782127,nan,3.398681640625,40.7841796875,1762.9128296854014,0.0004,2.448970079421997,3.966042995452881,b2f56ecef4c4,c14af8fc35fe,12.158780910468101,12.276858626127243,0.0004244707380484958,1,L,31524864,34350080,1.2937146909658358e-06,1.1873095983328131e-06,30000,0.00011328938802083334,0.9984,,,,,,
U30000,,0,2,0.0003,50816,612029,24451,293412,12.062544698839188,nan,10.030517578125,120.3662109375,2749.595609127856,0.00025,2.3760578632354736,7.1937549114227295,b2f56ecef4c4,c14af8fc35fe,12.110415121397972,12.312708535814286,0.0006543699644186332,1,L,31524864,34350080,3.818135771735605e-06,3.5041027833850752e-06,30000,0.0003343505859375,1.6938666666666666,,,,,,
U30000,,0,2,0.0003,86272,1038820,28341,340092,11.715818845818042,nan,38.080810546875,456.9697265625,10000.809884223865,0.00035,2.383286952972412,11.725449562072754,b2f56ecef4c4,c14af8fc35fe,11.775507981984616,12.373967821240425,0.0015878056525881232,1,L,31524864,34350080,1.4495533638543215e-05,1.3303308946078147e-05,30000,0.0012693603515625,2.8757333333333333,,,,,,
U30000,,0,2,0.0003,146304,1761768,29765,357180,11.290943815538883,nan,62.733154296875,752.7978515625,19181.00633123362,0.00055,2.3657171726226807,18.426793336868286,b2f56ecef4c4,c14af8fc35fe,11.369078122646808,12.448634034657479,0.0023517554174365867,1,L,31524864,34350080,2.387949561217774e-05,2.191546137774643e-05,30000,0.0020911051432291666,4.8768,,,,,,
U30000,,0,2,0.0003,248064,2988002,29992,359904,10.618387625939846,nan,685.677734375,8228.1328125,36665.85464087696,5e-05,2.303460121154785,28.663299798965454,b2f56ecef4c4,c14af8fc35fe,10.729774740781783,12.469648247933387,0.023106161643104826,1,L,31524864,34350080,0.00026100454588796955,0.00023953751526925118,30000,0.022855924479166668,8.2688,,,,,,
U30000,,0,2,0.0003,420608,5065347,30000,360000,4.640987069616094,nan,17670.67578125,212048.109375,213878.39513237402,0.0001,1.90080726146698,45.047141313552856,b2f56ecef4c4,c14af8fc35fe,4.757547431556341,12.871975277733803,0.5892666666666667,1,L,31524864,34350080,0.0067263766585955774,0.006173147467924384,30000,0.5890225260416667,14.020266666666666,,,,,,
U30000,,0,2,0.0003,713216,8589349,30000,360000,0.049677785047961734,nan,29955.67578125,359468.109375,352719.9668822095,0.00025,1.405871868133545,72.30333495140076,b2f56ecef4c4,c14af8fc35fe,0.05388363351519034,13.781628285846114,0.9987666666666667,1,L,31524864,34350080,0.011402685492156287,0.010464840529483483,30000,0.9985225260416667,23.773866666666667,,,,,,
U30000,,0,2,0.0003,1209472,14567049,30000,360000,0.005149702374620577,nan,29992.67578125,359912.109375,354467.24933044065,0.0002,1.33285653591156,116.49700903892517,b2f56ecef4c4,c14af8fc35fe,0.005807175128094473,14.249185184150933,1.0,1,L,31524864,34350080,0.011416769613185326,0.010477766263572021,30000,0.999755859375,40.315733333333334,,,,,,
U30000,,0,2,0.0003,2050944,24703474,30000,360000,0.0013502550772127057,nan,29992.67578125,359912.109375,354971.1137863555,0.0001,1.3664207458496094,192.0588366985321,b2f56ecef4c4,c14af8fc35fe,0.0014570592465406407,14.586420755642653,1.0,1,L,31524864,34350080,0.011416769613185326,0.010477766263572021,30000,0.999755859375,68.3648,,,,,,
U30000,,0,2,0.0003,3477760,41892543,30000,360000,0.0010668632971566386,nan,29991.67578125,359900.109375,355334.2524032268,0.0002,1.316745638847351,316.5933127403259,b2f56ecef4c4,c14af8fc35fe,0.001875395216991741,15.06647465774417,0.9999666666666667,1,L,31524864,34350080,0.011416388961265622,0.010477416919407465,30000,0.9997225260416667,115.92533333333333,,,,,,
U30000,,0,2,0.0003,5897216,71038816,30000,360000,0.0001277820413708129,nan,29992.67578125,359912.109375,356242.43436416495,0.00025,1.3207435607910156,526.716593503952,b2f56ecef4c4,c14af8fc35fe,0.00022718777514317082,15.89398097448349,1.0,1,L,31524864,34350080,0.011416769613185326,0.010477766263572021,30000,0.999755859375,196.57386666666667,,,,,,
U30000,,0,2,0.0003,10000000,120467701,30000,360000,2.1785047786703443e-05,nan,29992.67578125,359912.109375,357015.6360397043,0.00035,1.3065476417541504,881.0056533813477,b2f56ecef4c4,c14af8fc35fe,2.292207366849041e-05,16.848794593814016,1.0,1,L,31524864,34350080,0.011416769613185326,0.010477766263572021,30000,0.999755859375,333.3333333333333,,,,,,
