corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown,model_size,n_params_nonemb,n_params_total,bits_stored_per_param,bits_stored_per_param_total,k_sub,frac_stored,mean_exposures,cap,warmup_docs,facts_with_at_least_cstar_exposures,cap_adequacy,budget_tokens,n_uncapped
U10000,,0,2,0.003,29952,360686,9512,114144,11.917187822830677,nan,6.677734375,80.1328125,1984.3179291778565,0.0002,2.4169178009033203,2.508988380432129,b2f56ecef4c4,da2629f5caa9,11.963964160747528,12.696559358501434,0.0009461732548359966,1,S,2045568,2972592,3.917386882274263e-05,2.6957218649582587e-05,10000,0.0006677734375,2.9952,,,,,,
U10000,,0,2,0.003,50816,612029,9950,119400,11.383167359645366,nan,28.57080078125,342.849609375,6590.7464028298855,0.0003,2.337785005569458,4.38822603225708,b2f56ecef4c4,da2629f5caa9,11.470841788344384,13.027882509064675,0.0031155778894472364,1,S,2045568,2972592,0.0001676060680334264,0.00011533692123742511,10000,0.002857080078125,5.0816,,,,,,
U10000,,0,2,0.003,86272,1038820,9998,119976,9.908868605889081,nan,199.55908203125,2394.708984375,19821.931423963644,0.00035,2.2713613510131836,7.267279148101807,b2f56ecef4c4,da2629f5caa9,10.020883175510168,13.60007785205841,0.02020404080816163,1,S,2045568,2972592,0.0011706816807727732,0.0008055962555153886,10000,0.019955908203125,8.6272,,,,,,
U10000,,0,2,0.003,146304,1761768,10000,120000,5.629672205872983,nan,3428.55859375,41142.703125,62319.66763912141,0.0002,2.014822483062744,11.656946659088135,b2f56ecef4c4,da2629f5caa9,5.722494298362323,14.836818153858184,0.3431,1,S,2045568,2972592,0.020113094810341188,0.013840682853550033,10000,0.342855859375,14.6304,,,,,,
U10000,,0,2,0.003,248064,2988002,10000,120000,0.510506004527874,nan,9383.55859375,112602.703125,113868.41655852833,0.0002,1.578139066696167,18.765631914138794,b2f56ecef4c4,da2629f5caa9,0.5291697585232314,17.110882066604496,0.9386,1,S,2045568,2972592,0.055047157134350946,0.03788030887689935,10000,0.938355859375,24.8064,,,,,,
U10000,,0,2,0.003,420608,5065393,10000,120000,0.07302327939492811,nan,9936.55859375,119238.703125,118189.87605391323,0.0001,1.293774127960205,30.288267374038696,b2f56ecef4c4,da2629f5caa9,0.08179319551011933,16.897560088813304,0.9939,1,S,2045568,2972592,0.058291243862340435,0.04011270403910123,10000,0.993655859375,42.0608,,,,,,
U10000,,0,2,0.003,713216,8589319,10000,120000,0.04187128612629294,nan,9968.55859375,119622.703125,118385.10719800451,0.00015,1.2492717504501343,49.50196576118469,b2f56ecef4c4,da2629f5caa9,0.047418178973154,16.422379927921295,0.9971,1,S,2045568,2972592,0.058478966783309085,0.04024188422931906,10000,0.996855859375,71.3216,,,,,,
U10000,,0,2,0.003,1209472,14567148,10000,120000,0.009004427923088894,nan,9993.55859375,119922.703125,118775.3171342463,0.0002,1.2369422912597656,81.50683689117432,b2f56ecef4c4,da2629f5caa9,0.011329742971314671,16.835867105674744,0.9996,1,S,2045568,2972592,0.058625625315315844,0.04034280625292674,10000,0.999355859375,120.9472,,,,,,
U10000,,0,2,0.003,2050944,24703475,10000,120000,0.003777456881001749,nan,9996.55859375,119958.703125,118927.43335736726,0.0002,1.2688875198364258,135.215966463089,b2f56ecef4c4,da2629f5caa9,0.004739485542627463,17.155445994627474,0.9999,1,S,2045568,2972592,0.058643224339156655,0.04035491689575966,10000,0.999655859375,205.0944,,,,,,
U10000,,0,2,0.003,3477760,41891289,10000,120000,0.0023165096356688626,nan,9997.55859375,119970.703125,118742.36096804896,0.00025,1.2119686603546143,225.9247179031372,b2f56ecef4c4,da2629f5caa9,0.002891525208812891,16.293080888044834,1.0,1,S,2045568,2972592,0.05864909068043692,0.04035895377670397,10000,0.999755859375,347.776,,,,,,
U10000,,0,2,0.003,5897216,71037086,10000,120000,0.00010687062548698691,nan,9997.55859375,119970.703125,119065.43875249775,0.0001,1.220761775970459,379.6566219329834,b2f56ecef4c4,da2629f5caa9,0.00012027378827284564,17.551591155934332,1.0,1,S,2045568,2972592,0.05864909068043692,0.04035895377670397,10000,0.999755859375,589.7216,,,,,,
U10000,,0,2,0.003,10000000,120466169,10000,120000,1.0736463069886214e-05,nan,9997.55859375,119970.703125,119182.72715398911,0.00035,1.2044132947921753,640.260623216629,b2f56ecef4c4,da2629f5caa9,1.1412466089831525e-05,18.79278667728752,1.0,1,S,2045568,2972592,0.05864909068043692,0.04035895377670397,10000,0.999755859375,1000.0,,,,,,
