corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown,model_size,n_params_nonemb,n_params_total,bits_stored_per_param,bits_stored_per_param_total,k_sub,frac_stored,mean_exposures,cap,warmup_docs,facts_with_at_least_cstar_exposures,cap_adequacy,budget_tokens,n_uncapped
CURATED,0.5,0,1,0.0003,83072,1001257,29275,351300,8.47861734381169,nan,1091.852783203125,13102.2333984375,26528.5571354121,0.0002,2.2063074111938477,8.014498949050903,5a734661cf8a,668e5806f488,8.567907678241879,12.711924601244926,0.037540563620836895,1,L,31524864,34350080,0.0004156158579601644,0.00038143239836522944,,,,30,300000,286,0.9822733418924825,300000000,1000000
CURATED,0.5,0,1,0.0003,187520,2259419,49600,595200,5.000057887002792,nan,5205.890625,62470.6875,95102.66747346362,0.00015,1.8166791200637817,18.081543684005737,5a734661cf8a,668e5806f488,5.057236397567678,12.70593163230419,0.1052016129032258,1,L,31524864,34350080,0.0019816322601740647,0.0018186475111557237,,,,30,300000,1223,0.999755859375,300000000,1000000
CURATED,0.5,0,1,0.0003,423552,5102410,96593,1159116,3.7400086885157786,nan,19052.417724609375,228629.0126953125,294188.24066040287,0.0003,1.920789122581482,39.34701156616211,5a734661cf8a,668e5806f488,3.8106839472074223,12.777046453619004,0.19748843083867362,1,L,31524864,34350080,0.007252339381870529,0.00665585095275797,,,,30,300000,3520,0.9687899502840909,300000000,996765
CURATED,0.5,0,1,0.0003,956800,11524992,214316,2571792,6.591529835884795,nan,55911.6767578125,670940.12109375,791558.529033925,0.0002,1.875451683998108,86.16319942474365,5a734661cf8a,668e5806f488,6.67098257658849,12.932400686073303,0.26112842718229157,1,L,31524864,34350080,0.02128288709171751,0.01953241800583143,,,,30,300000,10145,0.6063600979161533,300000000,989947
CURATED,0.5,0,1,0.0003,2161024,26032939,430278,5163336,9.414500363396785,nan,119501.95166015625,1434023.419921875,1567311.2512945456,0.00045,1.8782187700271606,188.1596121788025,5a734661cf8a,668e5806f488,9.580551225106433,12.986181516098975,0.27797609917309274,1,L,31524864,34350080,0.045488647307784576,0.04174730946541828,,,,30,300000,26011,0.43157316743697377,300000000,974129
CURATED,0.5,0,1,0.0003,4881152,58800558,743285,8919420,11.347032983816456,nan,193388.53393554688,2320662.4072265625,2383685.483844936,0.00025,1.9369843006134033,414.54369616508484,5a734661cf8a,668e5806f488,11.522460444271935,12.91651620595455,0.26042500521334344,1,L,31524864,34350080,0.07361371669126193,0.06755915582224445,,,,30,300000,65414,0.27261793782915356,300000000,935079
CURATED,0.5,0,1,0.0003,11025536,132815156,975503,11706036,12.340070735199005,nan,250151.84008789062,3001822.0810546875,2831124.817677428,0.00035,2.027540445327759,921.7680819034576,5a734661cf8a,668e5806f488,12.419132881454365,12.792448868250847,0.25667783697231067,1,L,31524864,34350080,0.09522077814688391,0.08738908558741894,,,,30,300000,171236,0.139486990679165,300000000,829259
CURATED,0.5,0,1,0.0003,24903680,300000664,1000000,12000000,12.978197167710801,nan,413101.859375,4957222.3125,nan,nan,1.7880346775054932,2052.97353887558,5a734661cf8a,668e5806f488,13.071305131019736,nan,0.413346,1,L,31524864,34350080,0.15724801580428704,0.14431472393950756,,,,30,300000,559685,0.1285533079398177,300000000,440481
