corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown
Z05_n0,0.5,0,2,0.0003,29952,361101,1293,15516,0.8062050508027442,0.35480948147978575,112.684326171875,1352.2119140625,3129.6941005194167,0.0002,0.8061990737915039,4.021926164627075,4d99018688fa,0bf53fde2383,0.842885980462319,13.23123062864542,0.08739365815931942,1
Z05_n0,0.5,0,2,0.0003,50816,612171,1850,22200,0.6452336451273235,0.2960042166348513,209.54833984375,2514.580078125,4795.705435201812,0.00015,0.694659411907196,7.422778367996216,4d99018688fa,0bf53fde2383,0.6622112683127287,13.079724949693679,0.11351351351351352,1
Z05_n0,0.5,0,2,0.0003,86272,1039080,2672,32064,0.535741665580641,0.24664083941912313,314.34765625,3772.171875,6448.841765765986,0.0004,0.7110564112663269,12.326602935791016,4d99018688fa,0bf53fde2383,0.547573121247407,12.941399019360542,0.11788922155688623,1
Z05_n0,0.5,0,2,0.0003,146304,1761936,3827,45924,0.4461502121261758,0.20534099288773544,453.065673828125,5436.7880859375,8616.001080615002,0.00035,0.6943616271018982,19.716068267822266,4d99018688fa,0bf53fde2383,0.45719269276883673,12.692421450805664,0.11863078129082832,1
Z05_n0,0.5,0,2,0.0003,248064,2987544,5456,65472,0.38182238078938024,0.17071910531133175,682.66796875,8192.015625,11382.999312869244,0.0001,0.7219910621643066,30.577367782592773,4d99018688fa,0bf53fde2383,0.39223242127007,12.574663893699647,0.125366568914956,1
Z05_n0,0.5,0,2,0.0003,420608,5066529,7644,91728,0.32695885741810743,0.1416838660619881,909.1337890625,10909.60546875,15338.389385356053,0.00025,0.724114716053009,47.64438319206238,4d99018688fa,0bf53fde2383,0.33624108667000213,12.567880310565233,0.11917844060701203,1
Z05_n0,0.5,0,2,0.0003,713216,8590833,10830,129960,0.2831967061657326,0.1173317219163717,1335.35595703125,16024.271484375,20365.477711363794,0.00025,0.7324928641319275,75.59840512275696,4d99018688fa,0bf53fde2383,0.29167830280296325,12.444880377978086,0.12354570637119114,1
Z05_n0,0.5,0,2,0.0003,1209472,14568557,15128,181536,0.2477307844486471,0.09690780792309003,1808.306640625,21699.6796875,26318.32377201143,0.0002,0.6988645792007446,122.2444863319397,4d99018688fa,0bf53fde2383,0.25574955800636634,12.348257777881622,0.1197778952934955,1
Z05_n0,0.5,0,2,0.0003,2050944,24708016,21173,254076,0.22916855455720356,0.07978234231599987,2316.830810546875,27801.9697265625,31491.245452519444,0.0002,0.7163246273994446,199.89394354820251,4d99018688fa,0bf53fde2383,0.23655203122650287,12.284629872012138,0.10966797336230104,1
Z05_n0,0.5,0,2,0.0003,3477760,41895013,29590,355080,0.22278878890683976,0.06542250399547153,2627.77587890625,31533.310546875,33027.00840282134,0.0003,0.6660525798797607,331.21615505218506,4d99018688fa,0bf53fde2383,0.24359199383626715,12.347612974762917,0.08905035484961135,1
Z05_n0,0.5,0,2,0.0003,5897216,71043560,41531,498372,0.2031207261478996,0.05338143526360601,3319.860595703125,39838.3271484375,42703.931702843634,0.00025,0.6968473196029663,552.8801574707031,4d99018688fa,0bf53fde2383,0.2106960249434687,12.222836484265327,0.08018106956249549,1
Z05_n0,0.5,0,2,0.0003,10000000,120473206,58072,696864,0.19759966456787864,0.0432854858285397,3607.822265625,43293.8671875,44526.4094156347,0.0001,0.6580654382705688,926.9924056529999,4d99018688fa,0bf53fde2383,0.2082994027418652,12.158652984261513,0.06237084997933599,1
