corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown
Z05_n64,0.5,64,1,0.0003,29952,2277383,1360,16320,1.0041481675273443,0.35480948147978575,62.66796875,752.015625,1921.7965247639063,0.00035,6.0397868156433105,4.707085609436035,4d99018688fa,16a388cd54b1,1.0347905914626492,12.666531645357608,0.04632352941176471,1
Z05_n64,0.5,64,1,0.0003,50816,3863955,1920,23040,0.7514005108572345,0.2960042166348513,122.53125,1470.375,3601.4156923863316,0.0002,6.028194427490234,8.484144926071167,4d99018688fa,16a388cd54b1,0.7643457899598844,12.856654663896562,0.0640625,1
Z05_n64,0.5,64,1,0.0003,86272,6560177,2726,32712,0.5875935715098688,0.24664083941912313,235.33447265625,2824.013671875,5442.574812431288,0.00035,6.0289082527160645,13.995105743408203,4d99018688fa,16a388cd54b1,0.5979042872906253,12.812932468152047,0.08657373440939105,1
Z05_n64,0.5,64,1,0.0003,146304,11125411,3852,46224,0.49263491834824114,0.20534099288773544,360.0595703125,4320.71484375,7069.282822869209,0.00025,6.032932758331299,22.420450687408447,4d99018688fa,16a388cd54b1,0.49845658070316706,12.525884163320065,0.09371754932502596,1
Z05_n64,0.5,64,1,0.0003,248064,18863925,5364,64368,0.41029014618711246,0.17071910531133175,525.6904296875,6308.28515625,9539.236685411077,0.00015,6.0100932121276855,35.788485050201416,4d99018688fa,16a388cd54b1,0.4146549464363174,12.523624093008042,0.09824757643549589,1
Z05_n64,0.5,64,1,0.0003,420608,31985012,7607,91284,0.3547475853595832,0.1416838660619881,758.142822265625,9097.7138671875,12838.868259871091,0.00035,6.013081073760986,57.55883979797363,4d99018688fa,16a388cd54b1,0.3588561184488851,12.456883875656128,0.09990797949257263,1
Z05_n64,0.5,64,1,0.0003,713216,54236988,10762,129144,0.30307546925197404,0.1173317219163717,1058.37255859375,12700.470703125,17200.662375459713,0.0004,5.999569892883301,93.5737452507019,4d99018688fa,16a388cd54b1,0.3055673535414683,12.401036942005158,0.09858762311837949,1
Z05_n64,0.5,64,1,0.0003,1209472,91974026,15232,182784,0.259184347284279,0.09690780792309003,1624.28125,19491.375,23510.69025826887,0.0002,6.012202262878418,153.70442652702332,4d99018688fa,16a388cd54b1,0.26155221391372224,12.278100216102601,0.10688025210084033,1
Z05_n64,0.5,64,1,0.0003,2050944,155965496,21315,255780,0.2458644032412379,0.07978234231599987,1819.796142578125,21837.5537109375,24634.907989268417,0.00015,6.012986183166504,254.73673391342163,4d99018688fa,16a388cd54b1,0.27050005615356504,12.409610255098343,0.08562045507858315,1
Z05_n64,0.5,64,1,0.0003,3477760,264471306,29921,359052,0.2190738522375266,0.06542250399547153,2570.695068359375,30848.3408203125,33510.04511219488,0.0003,5.999743938446045,424.58968448638916,4d99018688fa,16a388cd54b1,0.22371241672673714,12.136268924593926,0.08616022191771665,1
Z05_n64,0.5,64,1,0.0003,5897216,448462962,41802,501624,0.2054728192588637,0.05338143526360601,3122.79443359375,37473.533203125,40257.59597279584,0.0002,6.021752834320068,712.4446036815643,4d99018688fa,16a388cd54b1,0.20683006131535905,12.170279379105567,0.07494856705420794,1
Z05_n64,0.5,64,1,0.0003,10000000,760464699,58020,696240,0.19661555072705988,0.0432854858285397,3293.8349609375,39526.01953125,40023.193121024284,0.0002,6.013533115386963,1199.7604038715363,4d99018688fa,16a388cd54b1,0.20725047165314922,12.104599586510659,0.057014822475008615,1
