corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown
EQ32_n0,,0,2,0.0003,29952,360300,29495,353940,12.211353224368095,11.645741875820114,-0.200927734375,-2.4111328125,1728.9483011779785,0.00025,2.389716863632202,4.016447305679321,903a4a7215bc,484423f8f06a,12.282519081101418,12.219682377052306,0.00023732836073910832,1
EQ32_n0,,0,2,0.0003,50816,611920,49552,594624,12.187055799837113,11.404981509414267,15.90234375,190.828125,1900.693105668639,0.00015,2.4020683765411377,7.404652833938599,903a4a7215bc,484423f8f06a,12.23062378279686,12.188733280181884,0.0005650629641588634,1
EQ32_n0,,0,2,0.0003,86272,1039286,82717,992604,12.191767836751938,11.00685327487149,5.805419921875,69.6650390625,1886.8044521554002,0.0002,2.3847453594207764,12.283113956451416,903a4a7215bc,484423f8f06a,12.226877179255485,12.187034190797807,0.00031432474582008537,1
EQ32_n0,,0,2,0.0003,146304,1762581,136291,1635492,12.112222713384629,10.363262545117404,8.725830078125,104.7099609375,2736.765865199948,0.0003,2.40228009223938,19.701531887054443,903a4a7215bc,484423f8f06a,12.159509371972083,12.12274603857994,0.0003081641487699114,1
EQ32_n0,,0,2,0.0003,248064,2988013,220297,2643564,12.04825270840168,9.354673280658853,12.216552734375,146.5986328125,2375.7881282044873,0.00035,2.422619342803955,31.287057638168335,903a4a7215bc,484423f8f06a,12.123504496178628,12.051860540914536,0.00029959554601288263,1
EQ32_n0,,0,2,0.0003,420608,5065893,345334,4144008,12.016147346754074,7.857824163764613,31.68994140625,380.279296875,2781.9422585430148,0.00035,2.3594422340393066,49.90807580947876,903a4a7215bc,484423f8f06a,12.096350735096932,12.02241073961258,0.00033590668743882734,1
EQ32_n0,,0,2,0.0003,713216,8589838,513969,6167628,12.008517090940476,5.8335288538165555,16.519287109375,198.2314453125,2721.4913325264424,0.00035,2.3247203826904297,79.4640519618988,903a4a7215bc,484423f8f06a,12.092499508805275,12.016106517028808,0.0002762812543168946,1
EQ32_n0,,0,2,0.0003,1209472,14567191,708867,8506404,12.00380558218956,3.497277043729985,25.936767578125,311.2412109375,2335.372803211976,0.00035,2.35050106048584,127.47690844535828,903a4a7215bc,484423f8f06a,12.110833716235161,12.008340092754365,0.0002807296714334283,1
EQ32_n0,,0,2,0.0003,2050944,24703647,880068,10560816,12.000553288135528,1.4409267089084046,25.1396484375,301.67578125,2503.9170961675627,0.0002,2.393693447113037,205.9525535106659,903a4a7215bc,484423f8f06a,12.116430332326889,12.006371595191956,0.00027270619997545644,1
EQ32_n0,,0,2,0.0003,3477760,41891287,974984,11699808,11.999750778479576,0.3021741273975058,44.966796875,539.6015625,2378.875283093643,0.0005,2.3750932216644287,334.7232837677002,903a4a7215bc,484423f8f06a,12.110878169283867,12.00531774482727,0.0002902611735166936,1
EQ32_n0,,0,2,0.0003,5897216,71039944,998619,11983428,11.99984765273571,0.017715726487079482,41.196533203125,494.3583984375,3663.213423823552,0.0,2.3797659873962402,549.2227070331573,903a4a7215bc,484423f8f06a,12.11018367492199,12.008436743717622,0.000285394129292553,1
EQ32_n0,,0,2,0.0003,10000000,120462637,999995,11999940,12.010895686621666,7.445685128142296e-05,10.860595703125,130.3271484375,-92576.94604492188,0.0,2.4151437282562256,909.0512709617615,903a4a7215bc,484423f8f06a,12.105121880884171,11.82249050140381,0.000255001275006375,1
EQ32_n0,,0,2,0.0003,16957184,204274264,1000000,12000000,12.016133121771812,3.8806720165905767e-10,31.859375,382.3125,nan,nan,2.363668918609619,1510.8302414417267,903a4a7215bc,484423f8f06a,12.059352127232552,nan,0.000276,1
EQ32_n0,,0,2,0.0003,28754432,346397797,1000000,12000000,12.010972915496826,1.8863623014903176e-31,8.859375,106.3125,nan,nan,2.3773865699768066,2526.886790037155,903a4a7215bc,484423f8f06a,12.047299923682212,nan,0.000253,1
EQ32_n0,,0,2,0.0003,32000000,385497044,1000000,12000000,12.006696848392487,0.0,15.859375,190.3125,nan,nan,2.3970296382904053,2993.817873954773,903a4a7215bc,484423f8f06a,12.064888400158882,nan,0.00026,1
