corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown
Z10_n64,1.0,64,3,0.0003,29952,2277807,244,2928,0.2490134163442222,0.04790353772172114,23.9404296875,287.28515625,500.00074305609,0.00025,6.005314350128174,4.677977800369263,4d99018688fa,e3b280200177,0.2615004023732757,13.374408837109804,0.09836065573770492,1
Z10_n64,1.0,64,3,0.0003,50816,3864437,328,3936,0.15244659812365965,0.036775830308876496,36.919921875,443.0390625,962.7536615404525,0.0001,5.98411226272583,8.454494953155518,4d99018688fa,e3b280200177,0.16294127135399147,13.27211307014227,0.11280487804878049,1
Z10_n64,1.0,64,3,0.0003,86272,6560605,414,4968,0.10862885882351002,0.028222989080539634,58.89892578125,706.787109375,1253.9443353872275,0.00015,5.98805570602417,13.95864486694336,4d99018688fa,e3b280200177,0.11301787051293413,13.491020722520352,0.14251207729468598,1
Z10_n64,1.0,64,3,0.0003,146304,11126050,537,6444,0.07976926601583444,0.02167088687179396,84.868896484375,1018.4267578125,1578.6010565903507,0.0005,5.976446628570557,22.36755657196045,4d99018688fa,e3b280200177,0.08378447087487102,13.121422585341334,0.15828677839851024,1
Z10_n64,1.0,64,3,0.0003,248064,18864838,688,8256,0.06201599851766143,0.016640991470177648,114.83203125,1377.984375,1939.0494806777278,0.0003,5.985910415649414,35.719608306884766,4d99018688fa,e3b280200177,0.06433794128421289,12.889203492601215,0.16715116279069767,1
Z10_n64,1.0,64,3,0.0003,420608,31985171,893,10716,0.05095840553719173,0.01277806365609627,145.781982421875,1749.3837890625,2350.814407858208,0.00045,5.988432884216309,57.458932876586914,4d99018688fa,e3b280200177,0.052789426846846635,12.744315694987774,0.16349384098544234,1
Z10_n64,1.0,64,3,0.0003,713216,54236899,1170,14040,0.041433932961461285,0.009811118054930306,176.71435546875,2120.572265625,2868.799516733499,0.0003,5.978175163269043,93.47456574440002,4d99018688fa,e3b280200177,0.04277330009839793,12.593066964364052,0.15128205128205127,1
Z10_n64,1.0,64,3,0.0003,1209472,91974252,1514,18168,0.03403157046777255,0.007532404204966946,218.63037109375,2623.564453125,3391.559370761832,0.0001,5.984271049499512,153.64597272872925,4d99018688fa,e3b280200177,0.0347951511740374,12.492485792064667,0.14464993394980186,1
Z10_n64,1.0,64,3,0.0003,2050944,155964987,1998,23976,0.02924741053622125,0.005782658574413929,267.51220703125,3210.146484375,3920.875604233072,0.0001,5.989604949951172,254.78404593467712,4d99018688fa,e3b280200177,0.02975334444960874,12.444735713070632,0.13413413413413414,1
Z10_n64,1.0,64,3,0.0003,3477760,264470560,2552,30624,0.02539324546695552,0.004439040286120513,317.376953125,3808.5234375,4509.82930821369,0.0001,5.996140480041504,425.37996077537537,4d99018688fa,e3b280200177,0.025745706914086532,12.330548617506027,0.12460815047021943,1
Z10_n64,1.0,64,3,0.0003,5897216,448462673,3323,39876,0.02253144745438646,0.003407215960394103,361.188720703125,4334.2646484375,5000.937023363247,0.0001,5.9705119132995605,713.7969031333923,4d99018688fa,e3b280200177,0.022849643799850244,12.253897019338607,0.10893770689136323,1
Z10_n64,1.0,64,3,0.0003,10000000,760466071,4360,52320,0.021111110986264663,0.002614821820892727,378.935546875,4547.2265625,5371.382577878579,0.00015,5.991104602813721,1201.9931104183197,4d99018688fa,e3b280200177,0.021304252129693127,12.195873772847653,0.0871559633027523,1
