corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown
Z10_n0,1.0,0,1,0.0003,29952,360728,245,2940,0.15672563929538164,0.04790353772172114,37.940185546875,455.2822265625,905.4255182827058,0.00015,0.5915374159812927,3.8025739192962646,903a4a7215bc,5fa84dbc2f77,0.17000304554001638,13.277094089460373,0.15510204081632653,1
Z10_n0,1.0,0,1,0.0003,50816,612248,318,3816,0.10591051384586561,0.036775830308876496,57.92236328125,695.068359375,1361.4013609527,0.0003,0.5395846962928772,6.846755027770996,903a4a7215bc,5fa84dbc2f77,0.11319231265129816,13.845245091548563,0.18238993710691823,1
Z10_n0,1.0,0,1,0.0003,86272,1039927,401,4812,0.0835773194670615,0.028222989080539634,73.902099609375,886.8251953125,1625.438373825785,0.0002,0.5724372267723083,11.165618896484375,903a4a7215bc,5fa84dbc2f77,0.08890330009426012,13.476255923032761,0.18453865336658354,1
Z10_n0,1.0,0,1,0.0003,146304,1762730,533,6396,0.06702949478807595,0.02167088687179396,103.869873046875,1246.4384765625,1987.9026831315334,0.0003,0.5081018805503845,17.52285671234131,903a4a7215bc,5fa84dbc2f77,0.0710328354960358,13.184632098120451,0.1951219512195122,1
Z10_n0,1.0,0,1,0.0003,248064,2988870,702,8424,0.0542198968161654,0.016640991470177648,131.82861328125,1581.943359375,2271.8023051582522,0.00015,0.5055540204048157,27.352607011795044,903a4a7215bc,5fa84dbc2f77,0.0571147064977399,12.960192937779427,0.18803418803418803,1
Z10_n0,1.0,0,1,0.0003,420608,5067254,905,10860,0.04415850518068703,0.01277806365609627,184.779052734375,2217.3486328125,2856.4196450081813,0.00025,0.5230078101158142,43.100597858428955,903a4a7215bc,5fa84dbc2f77,0.04610432047705432,12.72114555194378,0.20441988950276244,1
Z10_n0,1.0,0,1,0.0003,713216,8592168,1158,13896,0.037144377950333964,0.009811118054930306,211.71728515625,2540.607421875,3340.4929117936426,0.0002,0.5548295974731445,69.10370683670044,903a4a7215bc,5fa84dbc2f77,0.03890594007684504,12.65694173502326,0.18307426597582038,1
Z10_n0,1.0,0,1,0.0003,1209472,14569696,1523,18276,0.02984691712629984,0.007532404204966946,270.628173828125,3247.5380859375,3998.3561557530384,0.00015,0.5720252394676208,111.9908459186554,903a4a7215bc,5fa84dbc2f77,0.03135465625889218,12.625969049477577,0.17793827971109652,1
Z10_n0,1.0,0,1,0.0003,2050944,24707192,1974,23688,0.025605818292063532,0.005782658574413929,312.51806640625,3750.216796875,4554.792783621497,0.0003,0.5217627286911011,183.51104426383972,903a4a7215bc,5fa84dbc2f77,0.026779052547798905,12.491554914188384,0.1585612968591692,1
Z10_n0,1.0,0,1,0.0003,3477760,41894555,2564,30768,0.022409771359356574,0.004439040286120513,354.3740234375,4252.48828125,5171.401743271711,0.00025,0.5317479968070984,304.1425976753235,903a4a7215bc,5fa84dbc2f77,0.023450814666703082,12.38978863106966,0.13845553822152887,1
Z10_n0,1.0,0,1,0.0003,5897216,71040650,3374,40488,0.020779030721321205,0.003407215960394103,397.17626953125,4766.115234375,5542.916744569608,0.0003,0.513781726360321,508.20050740242004,903a4a7215bc,5fa84dbc2f77,0.0216924878947338,12.311744306135177,0.11796087729697688,1
Z10_n0,1.0,0,1,0.0003,10000000,120465717,4329,51948,0.01910782859303542,0.002614821820892727,428.943115234375,5147.3173828125,5923.1565045127845,0.0003,0.5224612951278687,854.7986845970154,903a4a7215bc,5fa84dbc2f77,0.02000962251886103,12.273846493506431,0.09933009933009933,1
