corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown
Z05_n0,0.5,0,1,0.0003,29952,360728,1353,16236,0.8418094369621589,0.35480948147978575,101.669677734375,1220.0361328125,3069.498398297444,0.00045,0.8272724151611328,3.945265293121338,903a4a7215bc,8bcacf20768f,0.8749010109146207,12.862300197076797,0.07538802660753881,1
Z05_n0,0.5,0,1,0.0003,50816,612248,1908,22896,0.6454589490204753,0.2960042166348513,205.5341796875,2466.41015625,4789.985296760595,0.00035,0.7409998774528503,6.9916582107543945,903a4a7215bc,8bcacf20768f,0.663157794533006,13.069517254185676,0.10796645702306079,1
Z05_n0,0.5,0,1,0.0003,86272,1039927,2709,32508,0.528119421997371,0.24664083941912313,326.338623046875,3916.0634765625,6610.327090073293,5e-05,0.7307258248329163,11.328826665878296,903a4a7215bc,8bcacf20768f,0.5417911294588391,13.038230326843262,0.12070874861572536,1
Z05_n0,0.5,0,1,0.0003,146304,1762730,3879,46548,0.44761120146857686,0.20534099288773544,470.052978515625,5640.6357421875,8566.329223064893,0.00045,0.6813638210296631,17.748898029327393,903a4a7215bc,8bcacf20768f,0.45972875419575937,12.636682631409169,0.1214230471771075,1
Z05_n0,0.5,0,1,0.0003,248064,2988870,5475,65700,0.38447542483166547,0.17071910531133175,645.663330078125,7747.9599609375,11366.410209124215,0.0002,0.6592675447463989,27.924561262130737,903a4a7215bc,8bcacf20768f,0.3936847233533068,12.643545417773723,0.11817351598173516,1
Z05_n0,0.5,0,1,0.0003,420608,5067254,7750,93000,0.3307341330594596,0.1416838660619881,910.10791015625,10921.294921875,15101.010976923744,5e-05,0.6986409425735474,43.7058482170105,903a4a7215bc,8bcacf20768f,0.34024680099828203,12.488737582778931,0.1176774193548387,1
Z05_n0,0.5,0,1,0.0003,713216,8592168,10756,129072,0.28363245002221127,0.1173317219163717,1338.3740234375,16060.48828125,20077.056764398323,0.0003,0.7897430658340454,69.4932451248169,903a4a7215bc,8bcacf20768f,0.2921702537171162,12.45481762123108,0.12467460022313127,1
Z05_n0,0.5,0,1,0.0003,1209472,14569696,15159,181908,0.2527023559281473,0.09690780792309003,1780.299072265625,21363.5888671875,26131.16133997893,0.00015,0.7434558272361755,112.11000347137451,903a4a7215bc,8bcacf20768f,0.26069862765021307,12.374788133877516,0.11768586318358731,1
Z05_n0,0.5,0,1,0.0003,2050944,24707192,21258,255096,0.23095723191577802,0.07978234231599987,2259.81005859375,27117.720703125,31269.91613447188,5e-05,0.661952555179596,183.5886309146881,903a4a7215bc,8bcacf20768f,0.23935952465894317,12.300430195331574,0.10654812305955405,1
Z05_n0,0.5,0,1,0.0003,3477760,41894555,29800,357600,0.21957038227421943,0.06542250399547153,2747.724609375,32972.6953125,35644.624462350905,0.00035,0.6998469829559326,304.3290364742279,903a4a7215bc,8bcacf20768f,0.2286599170523924,12.227113737654687,0.0924496644295302,1
Z05_n0,0.5,0,1,0.0003,5897216,71040650,41712,500544,0.20128990361411606,0.05338143526360601,3312.81640625,39753.796875,42691.479591989475,0.0002,0.6607509255409241,507.3664708137512,903a4a7215bc,8bcacf20768f,0.20889541775032863,12.254779580140115,0.07966532412734945,1
Z05_n0,0.5,0,1,0.0003,10000000,120465717,58023,696276,0.19989276055694444,0.0432854858285397,3496.834228515625,41962.0107421875,43906.47087667686,0.0004,0.6641957759857178,850.6512115001678,903a4a7215bc,8bcacf20768f,0.20712753181742563,12.313706262159348,0.06051048722058494,1
