corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown
Z10_n64,1.0,64,1,0.0003,29952,2277383,245,2940,0.23469808101917325,0.04790353772172114,26.940185546875,323.2822265625,575.9060441343785,0.0002,6.005341529846191,4.690503358840942,903a4a7215bc,240cecc345fd,0.2505470911087282,13.031824039582908,0.11020408163265306,1
Z10_n64,1.0,64,1,0.0003,50816,3863955,306,3672,0.14526557824363795,0.036775830308876496,34.92529296875,419.103515625,971.276925644645,0.0002,6.001017093658447,8.467987060546875,903a4a7215bc,240cecc345fd,0.15488157221554838,13.364951058602333,0.11437908496732026,1
Z10_n64,1.0,64,1,0.0003,86272,6560177,415,4980,0.1022878853396286,0.028222989080539634,59.898681640625,718.7841796875,1372.6093077240284,0.0002,5.997110843658447,13.974707126617432,903a4a7215bc,240cecc345fd,0.10685264515074157,13.383389916074275,0.14457831325301204,1
Z10_n64,1.0,64,1,0.0003,146304,11125411,533,6396,0.07987250131604572,0.02167088687179396,86.869873046875,1042.4384765625,1676.9702935986509,0.0004,6.005924701690674,22.381874799728394,903a4a7215bc,240cecc345fd,0.08298007767837393,13.270193188762665,0.16322701688555347,1
Z10_n64,1.0,64,1,0.0003,248064,18863925,668,8016,0.061672550919355605,0.016640991470177648,109.8369140625,1318.04296875,1946.3775027601987,0.00015,5.984419822692871,35.72334003448486,903a4a7215bc,240cecc345fd,0.06348684253697442,12.606254656738043,0.16467065868263472,1
Z10_n64,1.0,64,1,0.0003,420608,31985012,889,10668,0.05014082416506742,0.01277806365609627,147.782958984375,1773.3955078125,2375.0157956311937,0.00025,5.987462520599365,57.44255256652832,903a4a7215bc,240cecc345fd,0.05142805745283097,12.611556334292889,0.16647919010123735,1
Z10_n64,1.0,64,1,0.0003,713216,54236988,1164,13968,0.04160787520605103,0.009811118054930306,170.7158203125,2048.58984375,2821.9134016566886,0.0002,5.976655006408691,93.3800847530365,903a4a7215bc,240cecc345fd,0.042766001605955554,12.659695659947396,0.14690721649484537,1
Z10_n64,1.0,64,1,0.0003,1209472,91974026,1501,18012,0.03532215972208484,0.007532404204966946,221.633544921875,2659.6025390625,3311.501423048976,0.0002,5.989471912384033,153.41691327095032,903a4a7215bc,240cecc345fd,0.036065741238403955,12.410899809646606,0.14790139906728847,1
Z10_n64,1.0,64,1,0.0003,2050944,155965496,1955,23460,0.028950287067623627,0.005782658574413929,273.522705078125,3282.2724609375,3884.3710323775017,0.0004,5.989321708679199,254.33583664894104,903a4a7215bc,240cecc345fd,0.029433495735009477,12.330240375161171,0.140153452685422,1
Z10_n64,1.0,64,1,0.0003,3477760,264471306,2593,31116,0.02522807970374522,0.004439040286120513,313.366943359375,3760.4033203125,4520.927138167044,0.0002,5.977267742156982,424.52842926979065,903a4a7215bc,240cecc345fd,0.025683401122781887,12.271824741959572,0.1210952564596992,1
Z10_n64,1.0,64,1,0.0003,5897216,448462962,3348,40176,0.023214345783734876,0.003407215960394103,348.1826171875,4178.19140625,4939.914527835189,0.0003,5.996670246124268,712.2509195804596,903a4a7215bc,240cecc345fd,0.0235240955934027,12.221939924860001,0.10424133811230585,1
Z10_n64,1.0,64,1,0.0003,10000000,760464699,4368,52416,0.022088233400684013,0.002614821820892727,367.93359375,4415.203125,5227.633488421135,0.00025,5.992014408111572,1199.289886713028,903a4a7215bc,240cecc345fd,0.02251630330468595,12.232578096270561,0.08447802197802198,1
