corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown
Z05_n0,0.5,0,3,0.0003,29952,360368,1340,16080,0.8151029248204853,0.35480948147978575,116.6728515625,1400.07421875,3151.279512176718,0.0004,0.8347959518432617,3.7663862705230713,903a4a7215bc,082a36bfc8e3,0.8502800458980557,13.130664393508434,0.0873134328358209,1
Z05_n0,0.5,0,3,0.0003,50816,612148,1864,22368,0.6499696211451993,0.2960042166348513,199.544921875,2394.5390625,4635.752320617684,0.0002,0.7009007930755615,6.813076496124268,903a4a7215bc,082a36bfc8e3,0.6697997262412905,13.11447176938057,0.1072961373390558,1
Z05_n0,0.5,0,3,0.0003,86272,1038977,2674,32088,0.534829839966104,0.24664083941912313,324.34716796875,3892.166015625,6390.140484514642,0.00015,0.7118495106697083,11.103729009628296,903a4a7215bc,082a36bfc8e3,0.5493142545048674,12.622623872375488,0.12154076290201944,1
Z05_n0,0.5,0,3,0.0003,146304,1762635,3805,45660,0.45608958655864174,0.20534099288773544,463.071044921875,5556.8525390625,8394.893587552751,0.00015,0.6555516719818115,17.479451894760132,903a4a7215bc,082a36bfc8e3,0.46741525638636267,12.747540344703198,0.12194480946123522,1
Z05_n0,0.5,0,3,0.0003,248064,2988225,5397,64764,0.38404991075069955,0.17071910531133175,650.682373046875,7808.1884765625,11358.232314085039,0.0,0.707882285118103,27.519845247268677,903a4a7215bc,082a36bfc8e3,0.39336160571165135,12.646333472299576,0.12080785621641653,1
Z05_n0,0.5,0,3,0.0003,420608,5066536,7557,90684,0.3271234887025187,0.1416838660619881,920.155029296875,11041.8603515625,15222.209102166005,0.0002,0.7151563167572021,43.479164838790894,903a4a7215bc,082a36bfc8e3,0.3364711957224064,12.51278885884285,0.12200608707158926,1
Z05_n0,0.5,0,3,0.0003,713216,8592299,10676,128112,0.281980973396979,0.1173317219163717,1335.3935546875,16024.72265625,20257.694042058036,0.0002,0.6592095494270325,69.73426270484924,903a4a7215bc,082a36bfc8e3,0.290778758834772,12.40633337430954,0.12532783814162607,1
Z05_n0,0.5,0,3,0.0003,1209472,14570972,15157,181884,0.24948684397632215,0.09690780792309003,1826.299560546875,21915.5947265625,26269.34515607744,0.00025,0.6592292189598083,113.2538251876831,903a4a7215bc,082a36bfc8e3,0.25724788905193946,12.375584343850612,0.12073629346176684,1
Z05_n0,0.5,0,3,0.0003,2050944,24706742,21196,254352,0.23140466524345255,0.07978234231599987,2260.8251953125,27129.90234375,31337.65151321408,0.0002,0.6958511471748352,185.8948335647583,903a4a7215bc,082a36bfc8e3,0.2386415899815059,12.31114966762066,0.10690696357803359,1
Z05_n0,0.5,0,3,0.0003,3477760,41896201,29671,356052,0.21961626938414433,0.06542250399547153,2620.756103515625,31449.0732421875,34950.61461186419,0.00025,0.784243643283844,307.92535376548767,903a4a7215bc,082a36bfc8e3,0.22970137826446305,12.203072844719888,0.0885713322773078,1
Z05_n0,0.5,0,3,0.0003,5897216,71040869,41591,499092,0.20179203466480844,0.05338143526360601,3229.845947265625,38758.1513671875,42270.58847652847,0.0002,0.6534462571144104,514.6611008644104,903a4a7215bc,082a36bfc8e3,0.20930154851163046,12.222653442227841,0.07790146906782718,1
Z05_n0,0.5,0,3,0.0003,10000000,120468414,57924,695088,0.19746519990149092,0.0432854858285397,3608.8583984375,43306.30078125,44869.64630712501,0.0002,0.7035723924636841,862.993595123291,903a4a7215bc,082a36bfc8e3,0.2078387514788401,12.149554343891143,0.06254747600303846,1
