corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown,model_size,n_params_nonemb,n_params_total,bits_stored_per_param,bits_stored_per_param_total,k_sub,frac_stored,mean_exposures,cap,warmup_docs,facts_with_at_least_cstar_exposures,cap_adequacy,budget_tokens,n_uncapped,corpus_type,level,tau,n_facts_at_cap,weighted_acc_p,head_loss_bits
CURATEDF,0.5,0,1,0.0003,83072,1001257,29275,351300,8.47861734381169,nan,1091.852783203125,13102.2333984375,26528.5571354121,0.0002,2.2063074111938477,7.860792875289917,b2ce10ecdabd,b280c0af6f0e,8.567907678241879,12.711924601244926,0.037540563620836895,1,L,31524864,34350080,0.0004156158579601644,0.00038143239836522944,,,,,,,,300000000,,CURATED,x30,4.1506236635e-08,535963,0.28436,3.8354797225296497
CURATEDF,0.5,0,1,0.0003,187520,2259419,49600,595200,5.000057887002792,nan,5205.890625,62470.6875,95102.66747346362,0.00015,1.8166791200637817,17.738500356674194,b2ce10ecdabd,b280c0af6f0e,5.057236397567678,12.70593163230419,0.1052016129032258,1,L,31524864,34350080,0.0019816322601740647,0.0018186475111557237,,,,,,,,300000000,,CURATED,x30,4.1506236635e-08,535963,0.582135,0.09671953133447096
CURATEDF,0.5,0,1,0.0003,423552,5102709,173430,2081160,11.908917198529243,nan,55.65869140625,667.904296875,7234.272239261627,0.0001,2.457973003387451,38.969030141830444,b2ce10ecdabd,b280c0af6f0e,11.95006293987751,12.12008175058365,0.0005650694804820389,1,L,31524864,34350080,2.118658773198831e-05,1.9444039049545155e-05,,,,,,,,300000000,,CURATED,x30,4.1506236635e-08,535963,0.00387,11.764420224189758
CURATEDF,0.5,0,1,0.0003,956800,11525385,503739,6044868,12.006952684578895,nan,37.016845703125,444.2021484375,4055.4165334200807,0.00015,2.403844118118286,85.84580707550049,b2ce10ecdabd,b280c0af6f0e,12.069603541240692,12.020472917366028,0.0003176248017326433,1,L,31524864,34350080,1.4090533378272465e-05,1.293161903662233e-05,,,,,,,,300000000,,CURATED,x30,4.1506236635e-08,535963,0.000215,11.995984735488891
CURATEDF,0.5,0,1,0.0003,2160896,26031791,828789,9945468,11.990055285086632,nan,75.658935546875,907.9072265625,5566.203265404176,0.00045,2.4020261764526367,187.5672469139099,b2ce10ecdabd,b280c0af6f0e,12.100664714612961,12.009852285718917,0.0003354291623078974,1,L,31524864,34350080,2.8799719058661125e-05,2.6431007629749332e-05,,,,,,,,300000000,,CURATED,x30,4.1506236635e-08,535963,0.000775,11.988954907417297
CURATEDF,0.5,0,1,0.0003,4881024,58800178,977172,11726064,11.921985531845094,nan,334.4326171875,4013.19140625,44214.43530260584,0.0002,2.3755064010620117,410.212877035141,b2ce10ecdabd,b280c0af6f0e,12.048142761540413,12.047464478111268,0.0005863860200660682,1,L,31524864,34350080,0.00012730241774397505,0.00011683208325133449,,,,,,,,300000000,,CURATED,x30,4.1506236635e-08,535963,0.000655,11.913141825675964
CURATEDF,0.5,0,1,0.0003,11025024,132815102,999399,11992788,11.589808332538604,nan,1569.006103515625,18828.0732421875,285122.7146534753,0.0,2.334652900695801,900.707496881485,b2ce10ecdabd,b280c0af6f0e,11.641382862327099,12.325762829645699,0.001814090268251219,1,L,31524864,34350080,0.0005972451853301414,0.00054812312641448,,,,,,,,300000000,,CURATED,x30,4.1506236635e-08,535963,0.002165,11.585174585342408
CURATEDF,0.5,0,1,0.0003,24903168,300000660,1000000,12000000,10.127064476131201,nan,43062.859375,516754.3125,nan,nan,2.276519536972046,2068.288615465164,b2ce10ecdabd,b280c0af6f0e,10.19751534089446,nan,0.043307,1,L,31524864,34350080,0.01639196008902687,0.015043758631712065,,,,,,,,300000000,,CURATED,x30,4.1506236635e-08,535963,0.063045,10.086264501094819
