corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown,model_size,n_params_nonemb,n_params_total,bits_stored_per_param,bits_stored_per_param_total,k_sub,frac_stored,mean_exposures,cap,warmup_docs,facts_with_at_least_cstar_exposures,cap_adequacy,budget_tokens,n_uncapped,corpus_type,level,tau,n_facts_at_cap,weighted_acc_p,head_loss_bits,setting,weight_decay,schedule,mid_schedule,probe_acc_branch,probe_acc_main_at_snapshot
FLAT,0.5,16,1,0.0001,35712,1002054,16521,198252,11.86991133605957,nan,4.966552734375,59.5986328125,727.3845063813687,0.0003,5.296391010284424,3.9979281425476074,51a86202db31,fe1d59711c36,11.952948836746216,12.048768629360199,0.0005447612130016343,1,M,7993152,9586944,7.456211618708114e-06,6.216645555924808e-06,,,,,,,,300000000,,FLAT,100,2.0057493899e-06,39479,0.00306,11.67153472518921,wd0_lr3,0.0,constant,0,0.0,0.0
FLAT,0.5,16,1,0.0001,80640,2262035,28614,343368,11.32431282604456,nan,21.01416015625,252.169921875,4272.203813349438,0.0003,5.080766677856445,8.660613298416138,51a86202db31,fe1d59711c36,11.396004515156745,12.266441492557526,0.000978541972461033,1,M,7993152,9586944,3.1548245532550865e-05,2.6303472918481637e-05,,,,,,,,300000000,,FLAT,100,2.0057493899e-06,39479,0.01079,10.30271514415741,wd0_lr3,0.0,constant,0,0.0005,0.0005
FLAT,0.5,16,1,0.0001,182016,5105143,48475,581700,10.03471167305231,nan,293.165283203125,3517.9833984375,12952.36476622224,0.0002,5.012568950653076,17.91379189491272,51a86202db31,fe1d59711c36,10.136998660558461,12.401413194561005,0.00629190304280557,1,M,7993152,9586944,0.0004401246715235116,0.00036695566370654716,,,,,,,,300000000,,FLAT,100,2.0057493899e-06,39479,0.116395,7.362722397089004,wd0_lr3,0.0,constant,0,0.0,0.0
FLAT,0.5,16,1,0.0001,410880,11524536,123026,1476312,10.017798503904938,nan,1135.96435546875,13631.572265625,26816.05211701317,0.00045,5.097911834716797,37.637330532073975,51a86202db31,fe1d59711c36,10.076998839598895,12.159094810914993,0.00947767138653618,1,M,7993152,9586944,0.0017054063610481823,0.001421889213666524,,,,,,,,300000000,,FLAT,100,2.0057493899e-06,39479,0.282525,7.743638005256653,wd0_lr3,0.0,constant,0,0.0005,0.0005
FLAT,0.5,16,1,0.0001,928128,26032025,273807,3285684,9.503058842748404,nan,3277.152587890625,39325.8310546875,92204.87945555313,0.00065,5.057484149932861,81.03791308403015,51a86202db31,fe1d59711c36,9.756577455104589,12.194529599452018,0.012212982137052741,1,M,7993152,9586944,0.004919940350776202,0.004102019481357928,,,,,,,,300000000,,FLAT,100,2.0057493899e-06,39479,0.33879,7.530685609340668,wd0_lr3,0.0,constant,0,0.0005,0.0
FLAT,0.5,16,1,0.0001,2096512,58801209,452941,5435292,6.593195126870647,nan,34617.418701171875,415409.0244140625,414875.41056416376,0.00025,5.013339996337891,176.84223103523254,51a86202db31,fe1d59711c36,6.927191235298664,12.404551539373397,0.07667223766450817,1,M,7993152,9586944,0.0519706148981106,0.04333070313272535,,,,,,,,300000000,,FLAT,100,2.0057493899e-06,39479,0.64896,4.775360864534974,wd0_lr3,0.0,constant,0,0.0005,0.0
FLAT,0.5,16,1,0.0001,4735616,132815933,646872,7762464,1.7077734481278481,nan,92808.072265625,1113696.8671875,1272068.3218996697,0.00025,4.8663763999938965,389.56917214393616,51a86202db31,fe1d59711c36,1.8110877118870803,12.93591767706871,0.14371622206557094,1,M,7993152,9586944,0.13933137605634172,0.11616807891936158,,,,,,,,300000000,,FLAT,100,2.0057493899e-06,39479,0.908495,0.6923399487361311,wd0_lr3,0.0,constant,0,1.0,1.0
FLAT,0.5,16,1,0.0001,10696320,300001987,845276,10143312,0.7969866128886095,nan,164407.6337890625,1972891.60546875,2188997.769609442,0.0001,4.833145618438721,864.7634150981903,51a86202db31,fe1d59711c36,0.8469904285765905,13.046993980288505,0.1947458581575722,1,M,7993152,9586944,0.2468227309412795,0.20578941584187307,,,,,,,,300000000,,FLAT,100,2.0057493899e-06,39479,0.94759,0.1385077521558851,wd0_lr3,0.0,constant,0,0.0805,0.088
