corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown,model_size,n_params_nonemb,n_params_total,bits_stored_per_param,bits_stored_per_param_total,k_sub,frac_stored,mean_exposures,cap,warmup_docs,facts_with_at_least_cstar_exposures,cap_adequacy,budget_tokens,n_uncapped,corpus_type,level,tau,n_facts_at_cap,weighted_acc_p,head_loss_bits,setting,weight_decay,schedule,mid_schedule,probe_acc_branch,probe_acc_main_at_snapshot
RAW,0.5,16,4,0.0003,35712,1001748,16408,196896,11.445951517341136,nan,17.994140625,215.9296875,3956.840606261063,0.0002,5.096014499664307,4.525184154510498,51a86202db31,7672144d0f5e,11.498292765510083,12.443375977706909,0.001340809361287177,1,L,31524864,34358272,6.8495041723256915e-06,6.2846492250832634e-06,,,,,,,,300000000,,RAW,RAW,,,0.008215,10.362089890956879,base,0.1,constant,0,0.0,0.0
RAW,0.5,16,4,0.0003,80640,2261482,28466,341592,10.231203903802633,nan,122.05029296875,1464.603515625,13178.729392472887,0.0002,5.0839104652404785,9.829462766647339,51a86202db31,7672144d0f5e,10.331410042382478,12.773179229044914,0.004531722054380665,1,L,31524864,34358272,4.645867831896118e-05,4.262739161110896e-05,,,,,,,,300000000,,RAW,RAW,,,0.04596,7.569186816692352,base,0.1,constant,0,0.0,0.0
RAW,0.5,16,4,0.0003,182016,5104508,48203,578436,6.171764393492639,nan,2914.231689453125,34970.7802734375,57981.830152724055,0.0001,4.8166704177856445,19.95124340057373,51a86202db31,7672144d0f5e,6.270943177482774,12.65471605064869,0.0607016160819866,1,L,31524864,34358272,0.001109307887051868,0.001017827097749197,,,,,,,,300000000,,RAW,RAW,,,0.477105,0.4885965971741825,base,0.1,constant,0,0.0005,0.0
RAW,0.5,16,4,0.0003,411008,11526770,80664,967968,3.563360561303592,nan,10916.306640625,130995.6796875,186750.5546598395,0.00015,4.718247890472412,40.90515685081482,51a86202db31,7672144d0f5e,3.6216963353233074,12.712383396100998,0.135574729743132,1,L,31524864,34358272,0.004155313078828825,0.003812638763890687,,,,,,,,300000000,,RAW,RAW,,,0.702745,0.0162071306896396,base,0.1,constant,0,0.0005,0.0
RAW,0.5,16,4,0.0003,928256,26033375,132421,1589052,2.467117968216468,nan,25561.670654296875,306740.0478515625,381509.84892534616,0.0001,4.670541763305664,86.0546567440033,51a86202db31,7672144d0f5e,2.5113038756448267,12.677583132338524,0.19327750130266347,1,L,31524864,34358272,0.009730099005393409,0.008927691353382455,,,,,,,,300000000,,RAW,RAW,,,0.79893,0.00523154916765634,base,0.1,constant,0,0.0,0.0
RAW,0.5,16,4,0.0003,2096640,58802527,212395,2548740,1.933194696754926,nan,43554.145751953125,522649.7490234375,581469.3309777818,5e-05,4.689680099487305,185.58898377418518,51a86202db31,7672144d0f5e,1.9838664173645641,12.549650140953064,0.20530615127474752,1,L,31524864,34358272,0.016578969191538385,0.015211758874935198,,,,,,,,300000000,,RAW,RAW,,,0.84816,0.002718680267367745,base,0.1,constant,0,0.0005,0.0
RAW,0.5,16,4,0.0003,4735616,132815513,323568,3882816,1.6671756883720075,nan,55569.00390625,666828.046875,702969.9144248662,0.0001,4.744843482971191,405.9542725086212,51a86202db31,7672144d0f5e,1.7133939251354093,12.504360036969185,0.1719823962814617,1,L,31524864,34358272,0.021152448012939883,0.01940807869717662,,,,,,,,300000000,,RAW,RAW,,,0.87263,0.0021299076963041444,base,0.1,constant,0,0.917,0.998
RAW,0.5,16,4,0.0003,10696576,300003304,488499,5861988,1.432511859173209,nan,68096.73754882812,817160.8505859375,860445.7570905227,0.0003,4.678956508636475,900.3356552124023,51a86202db31,7672144d0f5e,1.5231726933242962,12.425886202979088,0.13964409343724346,1,L,31524864,34358272,0.02592115387352464,0.023783525859098428,,,,,,,,300000000,,RAW,RAW,,,0.890455,0.0014229299379512669,base,0.1,constant,0,0.003,0.002
