corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown,model_size,n_params_nonemb,n_params_total,bits_stored_per_param,bits_stored_per_param_total,k_sub,frac_stored,mean_exposures,cap,warmup_docs,facts_with_at_least_cstar_exposures,cap_adequacy,budget_tokens,n_uncapped,corpus_type,level,tau,n_facts_at_cap,weighted_acc_p,head_loss_bits
CURATEDF,0.5,0,1,0.0003,83072,1001257,29275,351300,8.47861734381169,,1091.852783203125,13102.2333984375,26528.5571354121,0.0002,2.206307411193848,8.551454067230225,b2ce10ecdabd,3835f54b6088,8.567907678241879,12.711924601244926,0.0375405636208368,1,L,31524864,34350080,0.0004156158579601,0.0003814323983652,,,,,,,,300000000,,CURATED,100,2.0057493899e-06,39473.0,0.28436,3.8354797225296497
CURATEDF,0.5,0,1,0.0003,187520,2259419,49600,595200,5.000057887002792,,5205.890625,62470.6875,95102.66747346362,0.00015,1.8166791200637815,19.511264324188232,b2ce10ecdabd,3835f54b6088,5.057236397567678,12.70593163230419,0.1052016129032258,1,L,31524864,34350080,0.001981632260174,0.0018186475111557,,,,,,,,300000000,,CURATED,100,2.0057493899e-06,39473.0,0.582135,0.0967195313344709
CURATEDF,0.5,0,1,0.0003,423552,5102709,128946,1547352,5.063409691577628,,13856.51904296875,166278.228515625,240233.5794867058,0.00015,2.3286452293396,42.21978092193604,b2ce10ecdabd,3835f54b6088,5.155441044894187,12.520322853136063,0.1077040001240829,1,L,31524864,34350080,0.0052745105741177,0.0048406940687074,,,,,,,,300000000,,CURATED,100,2.0057493899e-06,39473.0,0.675135,1.6367089753746986
CURATEDF,0.5,0,1,0.0003,956800,11525385,281060,3372720,2.8895251724979327,,64049.3818359375,768592.58203125,885094.8271638739,0.00035,2.0004899501800537,90.89569544792175,b2ce10ecdabd,3835f54b6088,2.944134100019266,12.807432015538216,0.2281292250764961,1,L,31524864,34350080,0.0243805201516888,0.0223752777877445,,,,,,,,300000000,,CURATED,100,2.0057493899e-06,39473.0,0.826715,1.1806563854468983
CURATEDF,0.5,0,1,0.0003,2160896,26031791,460927,5531124,1.149717987291642,,133899.46899414062,1606793.6279296875,1774530.4719858272,0.0002,1.8867690563201904,198.65039658546448,b2ce10ecdabd,3835f54b6088,1.1907236864100257,13.083758687996864,0.290744521366724,1,L,31524864,34350080,0.0509690899199339,0.0467769981301262,,,,,,,,300000000,,CURATED,100,2.0057493899e-06,39473.0,0.92824,0.2861888105850667
CURATEDF,0.5,0,1,0.0003,4881024,58800178,667240,8006880,0.8044147330400057,,179201.099609375,2150413.1953125,2284917.950953085,0.0002,1.775436282157898,438.1063232421875,b2ce10ecdabd,3835f54b6088,0.8369788331941439,12.989345156884191,0.2688148192554403,1,L,31524864,34350080,0.0682132425793335,0.0626028584303879,,,,,,,,300000000,,CURATED,100,2.0057493899e-06,39473.0,0.94665,0.1417683777476195
CURATEDF,0.5,0,1,0.0003,11025024,132815102,856805,10281660,0.6490079921418277,,200012.81909179688,2400153.8291015625,2558144.8960968046,0.0004,1.680669188499451,969.9626264572144,b2ce10ecdabd,3835f54b6088,0.6650248885345768,12.767756255280972,0.2336844439516576,1,L,31524864,34350080,0.0761352635526536,0.0698733111859291,,,,,,,,300000000,,CURATED,100,2.0057493899e-06,39473.0,0.953165,0.064812238604296
CURATEDF,0.5,0,1,0.0003,24903168,300000660,970005,11640060,0.6035443883983052,,173238.18237304688,2078858.1884765625,2432494.0467658,0.00035,1.6866822242736816,2165.986158847809,b2ce10ecdabd,3835f54b6088,0.6249062794020889,12.498738702344896,0.1788392843335859,1,L,31524864,34350080,0.0659434466862906,0.0605197480901518,,,,,,,,300000000,,CURATED,100,2.0057493899e-06,39473.0,0.94913,0.0273525694001
CURATEDF,0.5,0,2,0.0003,83072,1000576,29141,349692,8.415579291728958,,1144.885498046875,13738.6259765625,27547.29570140376,0.0002,2.095893859863281,8.608175039291382,b2ce10ecdabd,a7fd73b94860,8.512084742107318,12.678057983589172,0.0395319309563844,1,L,31524864,34350080,0.0004358028626725,0.0003999590678264,,,,,,,,300000000,,CURATED,100,2.0057493899e-06,39473.0,0.288915,3.839698330670595
CURATEDF,0.5,0,2,0.0003,187648,2259826,49489,593868,4.9675239467772885,,5226.917724609375,62723.0126953125,96201.42061344368,0.00015,1.7013907432556152,18.82465100288391,b2ce10ecdabd,a7fd73b94860,5.024767745936694,12.703243235266209,0.1058619087069853,1,L,31524864,34350080,0.0019896362660061,0.0018259932057017,,,,,,,,300000000,,CURATED,100,2.0057493899e-06,39473.0,0.58386,0.0917189207570627
