docs,tokens,step,weights,probe_acc,run,model_size,setting,corpus_type,level,seed,budget_mult,docs_since_window
32128,901606,251,main_at_snapshot,0.0,RAW_seed2_M_base,M,base,RAW,RAW,2,1,-4237872
35712,1002175,279,branch,0.0,RAW_seed2_M_base,M,base,RAW,RAW,2,1,-4234288
72576,2035541,567,main_at_snapshot,0.001,RAW_seed2_M_base,M,base,RAW,RAW,2,1,-4197424
80640,2261705,630,branch,0.0005,RAW_seed2_M_base,M,base,RAW,RAW,2,1,-4189360
163840,4594765,1280,main_at_snapshot,0.0005,RAW_seed2_M_base,M,base,RAW,RAW,2,1,-4106160
182016,5104542,1422,branch,0.0005,RAW_seed2_M_base,M,base,RAW,RAW,2,1,-4087984
369920,10375378,2890,main_at_snapshot,0.0,RAW_seed2_M_base,M,base,RAW,RAW,2,1,-3900080
411008,11527477,3211,branch,0.0005,RAW_seed2_M_base,M,base,RAW,RAW,2,1,-3858992
835456,23431390,6527,main_at_snapshot,0.0,RAW_seed2_M_base,M,base,RAW,RAW,2,1,-3434544
928256,26034033,7252,branch,0.0,RAW_seed2_M_base,M,base,RAW,RAW,2,1,-3341744
1886848,52919897,14741,main_at_snapshot,0.0,RAW_seed2_M_base,M,base,RAW,RAW,2,1,-2383152
2096512,58800742,16379,branch,0.0005,RAW_seed2_M_base,M,base,RAW,RAW,2,1,-2173488
4261888,119536444,33296,main_at_snapshot,1.0,RAW_seed2_M_base,M,base,RAW,RAW,2,1,-8112
4735360,132815534,36995,branch,0.8575,RAW_seed2_M_base,M,base,RAW,RAW,2,1,465360
4270080,119766116,33360,main,1.0,RAW_seed2_M_base,M,base,RAW,RAW,2,1,80
4770048,133788881,37266,main,0.253,RAW_seed2_M_base,M,base,RAW,RAW,2,1,500048
5270016,147811914,41172,main,0.059,RAW_seed2_M_base,M,base,RAW,RAW,2,1,1000016
5770112,161836030,45079,main,0.016,RAW_seed2_M_base,M,base,RAW,RAW,2,1,1500112
6270080,175858984,48985,main,0.011,RAW_seed2_M_base,M,base,RAW,RAW,2,1,2000080
6770048,189883163,52891,main,0.006,RAW_seed2_M_base,M,base,RAW,RAW,2,1,2500048
7270016,203905885,56797,main,0.002,RAW_seed2_M_base,M,base,RAW,RAW,2,1,3000016
7770112,217932769,60704,main,0.003,RAW_seed2_M_base,M,base,RAW,RAW,2,1,3500112
8270080,231955873,64610,main,0.001,RAW_seed2_M_base,M,base,RAW,RAW,2,1,4000080
8770048,245979149,68516,main,0.0015,RAW_seed2_M_base,M,base,RAW,RAW,2,1,4500048
9270016,260002216,72422,main,0.0015,RAW_seed2_M_base,M,base,RAW,RAW,2,1,5000016
9626496,270001535,75207,main_at_snapshot,0.001,RAW_seed2_M_base,M,base,RAW,RAW,2,1,5356496
10696192,300002541,83564,branch,0.0005,RAW_seed2_M_base,M,base,RAW,RAW,2,1,6426192
64256,1802203,502,main_at_snapshot,0.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,-4205744
71424,2003224,558,branch,0.0005,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,-4198576
145024,4067226,1133,main_at_snapshot,0.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,-4124976
161152,4519386,1259,branch,0.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,-4108848
327552,9186682,2559,main_at_snapshot,0.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,-3942448
363904,10206539,2843,branch,0.0005,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,-3906096
739712,20745814,5779,main_at_snapshot,0.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,-3530288
821888,23050536,6421,branch,0.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,-3448112
1670784,46860129,13053,main_at_snapshot,0.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,-2599216
1856384,52065507,14503,branch,0.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,-2413616
3773568,105840682,29481,main_at_snapshot,0.998,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,-496432
4192896,117601844,32757,branch,1.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,-77104
4270080,119766116,33360,main,1.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,80
4770048,133788881,37266,main,0.253,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,500048
5270016,147811914,41172,main,0.059,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,1000016
5770112,161836030,45079,main,0.016,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,1500112
6270080,175858984,48985,main,0.011,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,2000080
6770048,189883163,52891,main,0.006,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,2500048
7270016,203905885,56797,main,0.002,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,3000016
7770112,217932769,60704,main,0.003,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,3500112
8270080,231955873,64610,main,0.001,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,4000080
8523648,239067736,66591,main_at_snapshot,0.001,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,4253648
9470720,265632627,73990,branch,0.0025,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,5200720
8770048,245979149,68516,main,0.0015,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,4500048
9270016,260002216,72422,main,0.0015,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,5000016
9770112,274029648,76329,main,0.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,5500112
10270080,288052762,80235,main,0.0015,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,6000080
10770048,302074004,84141,main,0.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,6500048
11270016,316097660,88047,main,0.001,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,7000016
11770112,330124129,91954,main,0.0005,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,7500112
12270080,344146667,95860,main,0.001,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,8000080
12770048,358169487,99766,main,0.001,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,8500048
13270016,372190894,103672,main,0.0005,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,9000016
13770112,386215813,107579,main,0.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,9500112
14270080,400238394,111485,main,0.001,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,10000080
14770048,414260443,115391,main,0.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,10500048
15270016,428282160,119297,main,0.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,11000016
15770112,442306486,123204,main,0.0005,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,11500112
16270080,456329104,127110,main,0.0005,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,12000080
16770048,470350998,131016,main,0.0005,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,12500048
17270016,484373138,134922,main,0.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,13000016
17770112,498398773,138829,main,0.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,13500112
18270080,512420949,142735,main,0.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,14000080
18770048,526443103,146641,main,0.0,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,14500048
19253504,540002456,150418,main_at_snapshot,0.0005,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,14983504
21392896,600001472,167132,branch,0.0005,RAW_seed2_M_base_2B,M,base,RAW,RAW,2,2,17122896
128384,3600768,1003,main_at_snapshot,0.0015,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,-4141616
142720,4002719,1115,branch,0.001,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,-4127280
290048,8134520,2266,main_at_snapshot,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,-3979952
322176,9035748,2517,branch,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,-3947824
654976,18369811,5117,main_at_snapshot,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,-3615024
727680,20408666,5685,branch,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,-3542320
1479296,41489001,11557,main_at_snapshot,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,-2790704
1643648,46099227,12841,branch,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,-2626352
3341184,93713714,26103,main_at_snapshot,0.999,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,-928816
3712512,104128093,29004,branch,1.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,-557488
4270080,119766116,33360,main,1.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,80
4770048,133788881,37266,main,0.253,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,500048
5270016,147811914,41172,main,0.059,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,1000016
5770112,161836030,45079,main,0.016,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,1500112
6270080,175858984,48985,main,0.011,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,2000080
6770048,189883163,52891,main,0.006,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,2500048
7270016,203905885,56797,main,0.002,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,3000016
7547136,211678667,58962,main_at_snapshot,0.0015,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,3277136
8385664,235197597,65513,branch,0.003,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,4115664
7770112,217932769,60704,main,0.003,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,3500112
8270080,231955873,64610,main,0.001,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,4000080
8770048,245979149,68516,main,0.0015,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,4500048
9270016,260002216,72422,main,0.0015,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,5000016
9770112,274029648,76329,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,5500112
10270080,288052762,80235,main,0.0015,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,6000080
10770048,302074004,84141,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,6500048
11270016,316097660,88047,main,0.001,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,7000016
11770112,330124129,91954,main,0.0005,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,7500112
12270080,344146667,95860,main,0.001,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,8000080
12770048,358169487,99766,main,0.001,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,8500048
13270016,372190894,103672,main,0.0005,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,9000016
13770112,386215813,107579,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,9500112
14270080,400238394,111485,main,0.001,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,10000080
14770048,414260443,115391,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,10500048
15270016,428282160,119297,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,11000016
15770112,442306486,123204,main,0.0005,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,11500112
16270080,456329104,127110,main,0.0005,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,12000080
16770048,470350998,131016,main,0.0005,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,12500048
17047552,478134168,133184,main_at_snapshot,0.001,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,12777552
18941824,531260667,147983,branch,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,14671824
17270016,484373138,134922,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,13000016
17770112,498398773,138829,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,13500112
18270080,512420949,142735,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,14000080
18770048,526443103,146641,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,14500048
19270016,540465510,150547,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,15000016
19770112,554491555,154454,main,0.0005,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,15500112
20270080,568512032,158360,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,16000080
20770048,582534013,162266,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,16500048
21270016,596554728,166172,main,0.0005,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,17000016
21770112,610581626,170079,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,17500112
22270080,624603444,173985,main,0.0015,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,18000080
22770048,638626127,177891,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,18500048
23270016,652649840,181797,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,19000016
23770112,666675869,185704,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,19500112
24270080,680698074,189610,main,0.001,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,20000080
24770048,694718867,193516,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,20500048
25270016,708743422,197422,main,0.001,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,21000016
25770112,722769639,201329,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,21500112
26270080,736793032,205235,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,22000080
26770048,750815847,209141,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,22500048
27270016,764839313,213047,main,0.001,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,23000016
27770112,778866977,216954,main,0.0005,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,23500112
28270080,792888455,220860,main,0.0005,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,24000080
28770048,806911080,224766,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,24500048
29270016,820934872,228672,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,25000016
29770112,834962429,232579,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,25500112
30270080,848986168,236485,main,0.0005,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,26000080
30770048,863007962,240391,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,26500048
31270016,877029353,244297,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,27000016
31770112,891055315,248204,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,27500112
32270080,905078792,252110,main,0.0005,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,28000080
32770048,919101163,256016,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,28500048
33270016,933125110,259922,main,0.001,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,29000016
33770112,947151958,263829,main,0.0005,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,29500112
34270080,961172507,267735,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,30000080
34770048,975195703,271641,main,0.0005,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,30500048
35270016,989217944,275547,main,0.0005,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,31000016
35770112,1003244642,279454,main,0.0015,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,31500112
36270080,1017267590,283360,main,0.0005,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,32000080
36770048,1031290250,287266,main,0.0005,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,32500048
37270016,1045311862,291172,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,33000016
37770112,1059337782,295079,main,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,33500112
38270080,1073362289,298985,main,0.0005,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,34000080
38506880,1080003079,300835,main_at_snapshot,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,34236880
42785280,1200000927,334260,branch,0.0,RAW_seed2_M_base_4B,M,base,RAW,RAW,2,4,38515280
35712,1002175,279,main,0.0005,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,-4234288
80640,2261705,630,main,0.0005,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,-4189360
182016,5104542,1422,main,0.0,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,-4087984
411008,11527477,3211,main,0.0,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,-3858992
928256,26034033,7252,main,0.0005,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,-3341744
2096512,58800742,16379,main,0.0005,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,-2173488
4270080,119766116,33360,main,1.0,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,80
4735360,132815534,36995,main,0.65,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,465360
4770048,133788881,37266,main,0.6345,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,500048
5270016,147811914,41172,main,0.2875,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,1000016
5770112,161836030,45079,main,0.1535,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,1500112
6270080,175858984,48985,main,0.1215,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,2000080
6770048,189883163,52891,main,0.0865,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,2500048
7270016,203905885,56797,main,0.076,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,3000016
7770112,217932769,60704,main,0.063,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,3500112
8270080,231955873,64610,main,0.0615,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,4000080
8770048,245979149,68516,main,0.046,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,4500048
9270016,260002216,72422,main,0.048,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,5000016
9770112,274029648,76329,main,0.044,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,5500112
10270080,288052762,80235,main,0.036,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,6000080
10696192,300002541,83564,main,0.0385,RAW_seed2_M_cosine,M,cosine,RAW,RAW,2,1,6426192
32128,901606,251,main_at_snapshot,0.0,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,-4237872
35712,1002175,279,branch,0.0,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,-4234288
72576,2035541,567,main_at_snapshot,0.001,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,-4197424
80640,2261705,630,branch,0.0005,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,-4189360
163840,4594765,1280,main_at_snapshot,0.001,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,-4106160
182016,5104542,1422,branch,0.001,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,-4087984
369920,10375378,2890,main_at_snapshot,0.0,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,-3900080
411008,11527477,3211,branch,0.0,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,-3858992
835456,23431390,6527,main_at_snapshot,0.0,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,-3434544
928256,26034033,7252,branch,0.0,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,-3341744
1886848,52919897,14741,main_at_snapshot,0.0,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,-2383152
2096512,58800742,16379,branch,0.0,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,-2173488
4261888,119536444,33296,main_at_snapshot,1.0,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,-8112
4735360,132815534,36995,branch,0.997,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,465360
4270080,119766116,33360,main,1.0,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,80
4770048,133788881,37266,main,0.903,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,500048
5270016,147811914,41172,main,0.6175,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,1000016
5770112,161836030,45079,main,0.3555,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,1500112
6270080,175858984,48985,main,0.204,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,2000080
6770048,189883163,52891,main,0.104,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,2500048
7270016,203905885,56797,main,0.0625,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,3000016
7770112,217932769,60704,main,0.041,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,3500112
8270080,231955873,64610,main,0.0265,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,4000080
8770048,245979149,68516,main,0.0215,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,4500048
9270016,260002216,72422,main,0.022,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,5000016
9626496,270001535,75207,main_at_snapshot,0.0115,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,5356496
10696192,300002541,83564,branch,0.0185,RAW_seed2_M_lr3,M,lr3,RAW,RAW,2,1,6426192
32128,901606,251,main_at_snapshot,0.0,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,-4237872
35712,1002175,279,branch,0.0,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,-4234288
72576,2035541,567,main_at_snapshot,0.001,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,-4197424
80640,2261705,630,branch,0.0005,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,-4189360
163840,4594765,1280,main_at_snapshot,0.0,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,-4106160
182016,5104542,1422,branch,0.0,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,-4087984
369920,10375378,2890,main_at_snapshot,0.0,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,-3900080
411008,11527477,3211,branch,0.0005,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,-3858992
835456,23431390,6527,main_at_snapshot,0.0005,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,-3434544
928256,26034033,7252,branch,0.0,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,-3341744
1886848,52919897,14741,main_at_snapshot,0.0,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,-2383152
2096512,58800742,16379,branch,0.0005,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,-2173488
4261888,119536444,33296,main_at_snapshot,0.999,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,-8112
4735360,132815534,36995,branch,0.883,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,465360
4270080,119766116,33360,main,0.999,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,80
4770048,133788881,37266,main,0.384,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,500048
5270016,147811914,41172,main,0.1395,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,1000016
5770112,161836030,45079,main,0.0655,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,1500112
6270080,175858984,48985,main,0.0435,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,2000080
6770048,189883163,52891,main,0.022,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,2500048
7270016,203905885,56797,main,0.0135,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,3000016
7770112,217932769,60704,main,0.0105,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,3500112
8270080,231955873,64610,main,0.0115,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,4000080
8770048,245979149,68516,main,0.0055,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,4500048
9270016,260002216,72422,main,0.006,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,5000016
9626496,270001535,75207,main_at_snapshot,0.003,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,5356496
10696192,300002541,83564,branch,0.006,RAW_seed2_M_wd0,M,wd0,RAW,RAW,2,1,6426192
32128,901606,251,main_at_snapshot,0.0,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,-4237872
35712,1002175,279,branch,0.0,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,-4234288
72576,2035541,567,main_at_snapshot,0.0005,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,-4197424
80640,2261705,630,branch,0.0005,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,-4189360
163840,4594765,1280,main_at_snapshot,0.001,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,-4106160
182016,5104542,1422,branch,0.0015,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,-4087984
369920,10375378,2890,main_at_snapshot,0.0,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,-3900080
411008,11527477,3211,branch,0.0005,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,-3858992
835456,23431390,6527,main_at_snapshot,0.0,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,-3434544
928256,26034033,7252,branch,0.0,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,-3341744
1886848,52919897,14741,main_at_snapshot,0.001,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,-2383152
2096512,58800742,16379,branch,0.0,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,-2173488
4261888,119536444,33296,main_at_snapshot,1.0,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,-8112
4735360,132815534,36995,branch,0.995,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,465360
4270080,119766116,33360,main,1.0,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,80
4770048,133788881,37266,main,0.919,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,500048
5270016,147811914,41172,main,0.71,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,1000016
5770112,161836030,45079,main,0.4705,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,1500112
6270080,175858984,48985,main,0.302,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,2000080
6770048,189883163,52891,main,0.177,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,2500048
7270016,203905885,56797,main,0.1165,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,3000016
7770112,217932769,60704,main,0.091,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,3500112
8270080,231955873,64610,main,0.059,RAW_seed2_M_wd0_lr3,M,wd0_lr3,RAW,RAW,2,1,4000080
