docs,tokens,step,weights,probe_acc,run,model_size,setting,corpus_type,level,seed,budget_mult,docs_since_window
74752,901072,584,main_at_snapshot,0.001,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,-4195248
83072,1001257,649,branch,0.0005,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,-4186928
168832,2034217,1319,main_at_snapshot,0.0005,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,-4101168
187520,2259419,1465,branch,0.0005,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,-4082480
381184,4592242,2978,main_at_snapshot,0.0005,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,-3888816
423552,5102709,3309,branch,0.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,-3846448
861056,10372290,6727,main_at_snapshot,0.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,-3408944
956800,11525385,7475,branch,0.001,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,-3313200
1944960,23429619,15195,main_at_snapshot,0.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,-2325040
2160896,26031791,16882,branch,0.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,-2109104
4270080,51439983,33360,main,1.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,80
4392960,52920765,34320,main_at_snapshot,0.8895,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,122960
4881024,58800178,38133,branch,0.989,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,611024
4770048,57462811,37266,main,0.3915,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,500048
5270016,63485156,41172,main,0.205,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,1000016
5770112,69509797,45079,main,0.0855,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,1500112
6270080,75532937,48985,main,0.0255,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,2000080
6770048,81556046,52891,main,0.0105,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,2500048
7270016,87579134,56797,main,0.0045,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,3000016
7770112,93602933,60704,main,0.0025,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,3500112
8270080,99626520,64610,main,0.002,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,4000080
8770048,105647290,68516,main,0.0015,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,4500048
9270016,111669552,72422,main,0.0005,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,5000016
9770112,117695068,76329,main,0.001,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,5500112
9922688,119534087,77521,main_at_snapshot,0.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,5652688
11025024,132815102,86133,branch,0.0005,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,6755024
10270080,123719160,80235,main,0.0005,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,6000080
10770048,129742461,84141,main,0.0005,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,6500048
11270016,135767351,88047,main,0.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,7000016
11770112,141791686,91954,main,0.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,7500112
12270080,147813850,95860,main,0.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,8000080
12770048,153836575,99766,main,0.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,8500048
13270016,159858994,103672,main,0.0005,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,9000016
13770112,165882275,107579,main,0.0005,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,9500112
14270080,171906270,111485,main,0.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,10000080
14770048,177929394,115391,main,0.0005,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,10500048
15270016,183953795,119297,main,0.0005,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,11000016
15770112,189978859,123204,main,0.001,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,11500112
16270080,196001610,127110,main,0.0005,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,12000080
16770048,202025680,131016,main,0.0005,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,12500048
17270016,208048526,134922,main,0.0005,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,13000016
17770112,214072814,138829,main,0.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,13500112
18270080,220097010,142735,main,0.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,14000080
18770048,226119768,146641,main,0.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,14500048
19270016,232144287,150547,main,0.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,15000016
19770112,238167895,154454,main,0.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,15500112
20270080,244188395,158360,main,0.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,16000080
20770048,250211159,162266,main,0.001,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,16500048
21270016,256232369,166172,main,0.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,17000016
21770112,262256025,170079,main,0.0,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,17500112
22270080,268279962,173985,main,0.0005,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,18000080
22412928,270001188,175101,main_at_snapshot,0.0015,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,18142928
24903168,300000660,194556,branch,0.001,CURATEDF_seed1_L_base_15,L,base,CURATED,15,1,1,20633168
74752,901072,584,main_at_snapshot,0.001,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,-4195248
83072,1001257,649,branch,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,-4186928
168832,2034217,1319,main_at_snapshot,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,-4101168
187520,2259419,1465,branch,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,-4082480
381184,4592242,2978,main_at_snapshot,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,-3888816
423552,5102709,3309,branch,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,-3846448
861056,10372290,6727,main_at_snapshot,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,-3408944
956800,11525385,7475,branch,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,-3313200
1944960,23429619,15195,main_at_snapshot,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,-2325040
2160896,26031791,16882,branch,0.001,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,-2109104
4270080,51439983,33360,main,0.5815,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,80
4392960,52920765,34320,main_at_snapshot,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,122960
4881024,58800178,38133,branch,0.0095,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,611024
4770048,57462811,37266,main,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,500048
5270016,63485156,41172,main,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,1000016
5770112,69509797,45079,main,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,1500112
6270080,75532937,48985,main,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,2000080
6770048,81556046,52891,main,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,2500048
7270016,87579134,56797,main,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,3000016
7770112,93602933,60704,main,0.001,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,3500112
8270080,99626520,64610,main,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,4000080
8770048,105647290,68516,main,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,4500048
9270016,111669552,72422,main,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,5000016
9770112,117695068,76329,main,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,5500112
9922688,119534087,77521,main_at_snapshot,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,5652688
11025024,132815102,86133,branch,0.001,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,6755024
10270080,123719160,80235,main,0.0015,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,6000080
10770048,129742461,84141,main,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,6500048
11270016,135767351,88047,main,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,7000016
11770112,141791686,91954,main,0.001,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,7500112
12270080,147813850,95860,main,0.001,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,8000080
12770048,153836575,99766,main,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,8500048
13270016,159858994,103672,main,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,9000016
13770112,165882275,107579,main,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,9500112
14270080,171906270,111485,main,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,10000080
14770048,177929394,115391,main,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,10500048
15270016,183953795,119297,main,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,11000016
15770112,189978859,123204,main,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,11500112
16270080,196001610,127110,main,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,12000080
16770048,202025680,131016,main,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,12500048
17270016,208048526,134922,main,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,13000016
17770112,214072814,138829,main,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,13500112
18270080,220097010,142735,main,0.001,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,14000080
18770048,226119768,146641,main,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,14500048
19270016,232144287,150547,main,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,15000016
19770112,238167895,154454,main,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,15500112
20270080,244188395,158360,main,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,16000080
20770048,250211159,162266,main,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,16500048
21270016,256232369,166172,main,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,17000016
21770112,262256025,170079,main,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,17500112
22270080,268279962,173985,main,0.0005,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,18000080
22412928,270001188,175101,main_at_snapshot,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,18142928
24903168,300000660,194556,branch,0.0,CURATEDF_seed1_L_base_8,L,base,CURATED,8,1,1,20633168
74752,900365,584,main_at_snapshot,0.0015,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,-4195248
83072,1000576,649,branch,0.0005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,-4186928
168832,2033386,1319,main_at_snapshot,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,-4101168
187648,2259826,1466,branch,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,-4082352
381312,4592844,2979,main_at_snapshot,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,-3888688
423680,5103316,3310,branch,0.0005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,-3846320
861184,10373037,6728,main_at_snapshot,0.0005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,-3408816
956800,11525059,7475,branch,0.001,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,-3313200
1944832,23428614,15194,main_at_snapshot,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,-2325168
2160896,26032521,16882,branch,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,-2109104
4270080,51439850,33360,main,0.9995,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,80
4392960,52920254,34320,main_at_snapshot,0.984,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,122960
4881024,58800778,38133,branch,0.9985,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,611024
4770048,57463157,37266,main,0.732,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,500048
5270016,63485899,41172,main,0.372,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,1000016
5770112,69511622,45079,main,0.127,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,1500112
6270080,75536801,48985,main,0.0265,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,2000080
6770048,81560874,52891,main,0.0095,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,2500048
7270016,87583207,56797,main,0.005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,3000016
7770112,93608136,60704,main,0.0035,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,3500112
8270080,99630882,64610,main,0.0005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,4000080
8770048,105654981,68516,main,0.0005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,4500048
9270016,111678521,72422,main,0.001,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,5000016
9770112,117703197,76329,main,0.0005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,5500112
9922048,119534388,77516,main_at_snapshot,0.0005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,5652048
11024384,132815010,86128,branch,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,6754384
10270080,123726517,80235,main,0.0005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,6000080
10770048,129750947,84141,main,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,6500048
11270016,135773426,88047,main,0.0005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,7000016
11770112,141799277,91954,main,0.0015,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,7500112
12270080,147821575,95860,main,0.0005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,8000080
12770048,153844830,99766,main,0.0005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,8500048
13270016,159869104,103672,main,0.0005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,9000016
13770112,165895595,107579,main,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,9500112
14270080,171919547,111485,main,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,10000080
14770048,177944653,115391,main,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,10500048
15270016,183969709,119297,main,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,11000016
15770112,189994801,123204,main,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,11500112
16270080,196017179,127110,main,0.001,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,12000080
16770048,202040445,131016,main,0.0005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,12500048
17270016,208062333,134922,main,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,13000016
17770112,214087922,138829,main,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,13500112
18270080,220111645,142735,main,0.0005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,14000080
18770048,226135559,146641,main,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,14500048
19270016,232159343,150547,main,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,15000016
19770112,238183737,154454,main,0.0005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,15500112
20270080,244206891,158360,main,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,16000080
20770048,250229179,162266,main,0.0005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,16500048
21270016,256251688,166172,main,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,17000016
21770112,262273799,170079,main,0.0005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,17500112
22270080,268297437,173985,main,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,18000080
22411392,270000165,175089,main_at_snapshot,0.0,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,18141392
24901760,300001013,194545,branch,0.0005,CURATEDF_seed2_L_base_15,L,base,CURATED,15,2,1,20631760
74752,900365,584,main_at_snapshot,0.0015,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,-4195248
83072,1000576,649,branch,0.0005,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,-4186928
168832,2033386,1319,main_at_snapshot,0.0,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,-4101168
187648,2259826,1466,branch,0.0,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,-4082352
381312,4592844,2979,main_at_snapshot,0.0,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,-3888688
423680,5103316,3310,branch,0.0,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,-3846320
861184,10373037,6728,main_at_snapshot,0.0005,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,-3408816
956800,11525059,7475,branch,0.0005,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,-3313200
1944832,23428614,15194,main_at_snapshot,0.0,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,-2325168
2160896,26032521,16882,branch,0.0005,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,-2109104
4270080,51439850,33360,main,0.9835,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,80
4392960,52920254,34320,main_at_snapshot,0.442,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,122960
4881024,58800778,38133,branch,0.671,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,611024
4770048,57463157,37266,main,0.0385,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,500048
5270016,63485899,41172,main,0.011,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,1000016
5770112,69511622,45079,main,0.012,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,1500112
6270080,75536801,48985,main,0.0095,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,2000080
6770048,81560874,52891,main,0.004,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,2500048
7270016,87583207,56797,main,0.005,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,3000016
7770112,93608136,60704,main,0.002,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,3500112
8270080,99630882,64610,main,0.0015,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,4000080
8770048,105654981,68516,main,0.0005,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,4500048
9270016,111678521,72422,main,0.0005,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,5000016
9770112,117703197,76329,main,0.0,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,5500112
9922048,119534388,77516,main_at_snapshot,0.0005,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,5652048
11024384,132815010,86128,branch,0.0005,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,6754384
10270080,123726517,80235,main,0.0005,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,6000080
10770048,129750947,84141,main,0.001,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,6500048
11270016,135773426,88047,main,0.0,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,7000016
11770112,141799277,91954,main,0.001,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,7500112
12270080,147821575,95860,main,0.0,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,8000080
12770048,153844830,99766,main,0.0015,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,8500048
13270016,159869104,103672,main,0.0,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,9000016
13770112,165895595,107579,main,0.0,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,9500112
14270080,171919547,111485,main,0.002,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,10000080
14770048,177944653,115391,main,0.0005,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,10500048
15270016,183969709,119297,main,0.0005,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,11000016
15770112,189994801,123204,main,0.0005,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,11500112
16270080,196017179,127110,main,0.0015,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,12000080
16770048,202040445,131016,main,0.0,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,12500048
17270016,208062333,134922,main,0.0,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,13000016
17770112,214087922,138829,main,0.001,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,13500112
18270080,220111645,142735,main,0.0,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,14000080
18770048,226135559,146641,main,0.001,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,14500048
19270016,232159343,150547,main,0.0,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,15000016
19770112,238183737,154454,main,0.002,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,15500112
20270080,244206891,158360,main,0.0,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,16000080
20770048,250229179,162266,main,0.0005,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,16500048
21270016,256251688,166172,main,0.0,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,17000016
21770112,262273799,170079,main,0.0005,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,17500112
22270080,268297437,173985,main,0.0,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,18000080
22411392,270000165,175089,main_at_snapshot,0.0005,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,18141392
24901760,300001013,194545,branch,0.001,CURATEDF_seed2_L_base_8,L,base,CURATED,8,2,1,20631760
74752,900140,584,main_at_snapshot,0.0,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,-4195248
83072,1000430,649,branch,0.0,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,-4186928
168832,2033715,1319,main_at_snapshot,0.001,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,-4101168
187520,2258949,1465,branch,0.0,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,-4082480
381312,4592948,2979,main_at_snapshot,0.0005,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,-3888688
423680,5103645,3310,branch,0.0,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,-3846320
861056,10373455,6727,main_at_snapshot,0.0005,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,-3408944
956672,11525473,7474,branch,0.0,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,-3313328
1944832,23428800,15194,main_at_snapshot,0.0,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,-2325168
2161024,26032537,16883,branch,0.0,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,-2108976
4270080,51441823,33360,main,1.0,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,80
4392832,52920047,34319,main_at_snapshot,0.988,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,122832
4881024,58800005,38133,branch,0.987,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,611024
4770048,57462823,37266,main,0.6125,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,500048
5270016,63485257,41172,main,0.1765,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,1000016
5770112,69509630,45079,main,0.0565,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,1500112
6270080,75533834,48985,main,0.0215,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,2000080
6770048,81556908,52891,main,0.0125,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,2500048
7270016,87580061,56797,main,0.0095,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,3000016
7770112,93604945,60704,main,0.0045,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,3500112
8270080,99626419,64610,main,0.0055,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,4000080
8770048,105649694,68516,main,0.003,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,4500048
9270016,111673829,72422,main,0.001,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,5000016
9770112,117699895,76329,main,0.0015,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,5500112
9922432,119533906,77519,main_at_snapshot,0.0015,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,5652432
11024896,132816016,86132,branch,0.0015,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,6754896
10270080,123722908,80235,main,0.002,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,6000080
10770048,129745394,84141,main,0.0025,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,6500048
11270016,135768183,88047,main,0.001,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,7000016
11770112,141795388,91954,main,0.001,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,7500112
12270080,147817097,95860,main,0.0,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,8000080
12770048,153840300,99766,main,0.002,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,8500048
13270016,159864303,103672,main,0.0005,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,9000016
13770112,165889300,107579,main,0.001,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,9500112
14270080,171911056,111485,main,0.0015,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,10000080
14770048,177932632,115391,main,0.0015,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,10500048
15270016,183954954,119297,main,0.002,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,11000016
15770112,189978368,123204,main,0.002,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,11500112
16270080,196001490,127110,main,0.0005,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,12000080
16770048,202025371,131016,main,0.0,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,12500048
17270016,208048775,134922,main,0.0005,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,13000016
17770112,214072525,138829,main,0.0005,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,13500112
18270080,220093947,142735,main,0.001,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,14000080
18770048,226114575,146641,main,0.0005,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,14500048
19270016,232137103,150547,main,0.0005,CURATEDF_seed3_L_base,L,base,CURATED,30,3,1,15000016
