corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown,model_size,n_params_nonemb,n_params_total,bits_stored_per_param,bits_stored_per_param_total,k_sub,frac_stored,mean_exposures,cap,warmup_docs,facts_with_at_least_cstar_exposures,cap_adequacy,budget_tokens,n_uncapped,corpus_type,level,tau,n_facts_at_cap,weighted_acc_p,head_loss_bits,setting,weight_decay,schedule,mid_schedule,probe_acc_branch,probe_acc_main_at_snapshot,budget_mult,run
RAW,0.5,16,4,0.0003,411008,11526770,80664,967968,3.563360561303592,,10916.306640625,130995.6796875,186750.5546598395,0.00015,4.718247890472412,40.90515685081482,51a86202db31,7672144d0f5e,3.6216963353233074,12.712383396100998,0.135574729743132,1,L,31524864,34358272,0.0041553130788288,0.0038126387638906,,,,,,,,300000000,,RAW,RAW,,,0.702745,0.0162071306896396,base,0.1,constant,0,0.0005,0.0,1,RAW_seed4_L_base
RAW,0.5,16,4,0.0003,928256,26033375,132421,1589052,2.467117968216468,,25561.670654296875,306740.0478515625,381509.84892534616,0.0001,4.670541763305664,86.0546567440033,51a86202db31,7672144d0f5e,2.5113038756448267,12.677583132338524,0.1932775013026634,1,L,31524864,34358272,0.0097300990053934,0.0089276913533824,,,,,,,,300000000,,RAW,RAW,,,0.79893,0.0052315491676563,base,0.1,constant,0,0.0,0.0,1,RAW_seed4_L_base
RAW,0.5,16,4,0.0003,2096640,58802527,212395,2548740,1.933194696754926,,43554.145751953125,522649.7490234375,581469.3309777818,5e-05,4.689680099487305,185.5889837741852,51a86202db31,7672144d0f5e,1.983866417364564,12.549650140953064,0.2053061512747475,1,L,31524864,34358272,0.0165789691915383,0.0152117588749351,,,,,,,,300000000,,RAW,RAW,,,0.84816,0.0027186802673677,base,0.1,constant,0,0.0005,0.0,1,RAW_seed4_L_base
RAW,0.5,16,4,0.0003,4735616,132815513,323568,3882816,1.6671756883720077,,55569.00390625,666828.046875,702969.9144248662,0.0001,4.744843482971191,405.9542725086212,51a86202db31,7672144d0f5e,1.7133939251354091,12.504360036969183,0.1719823962814617,1,L,31524864,34358272,0.0211524480129398,0.0194080786971766,,,,,,,,300000000,,RAW,RAW,,,0.87263,0.0021299076963041,base,0.1,constant,0,0.917,0.998,1,RAW_seed4_L_base
RAW,0.5,16,4,0.0003,10696576,300003304,488499,5861988,1.432511859173209,,68096.73754882812,817160.8505859375,860445.7570905227,0.0003,4.678956508636475,900.3356552124023,51a86202db31,7672144d0f5e,1.5231726933242962,12.425886202979088,0.1396440934372434,1,L,31524864,34358272,0.0259211538735246,0.0237835258590984,,,,,,,,300000000,,RAW,RAW,,,0.890455,0.0014229299379512,base,0.1,constant,0,0.003,0.002,1,RAW_seed4_L_base
RAW,0.5,16,5,0.0003,35712,1001639,16426,197112,11.667355919909475,,12.98974609375,155.876953125,2651.9436271968843,0.00015,5.073615074157715,4.463398218154907,51a86202db31,29083276ae75,11.704355494410992,12.447137372493744,0.0010349446000243,1,L,31524864,34358272,4.944571787050374e-06,4.536810032966733e-06,,,,,,,,300000000,,RAW,RAW,,,0.004035,10.836015182971954,base,0.1,constant,0,0.0,0.0,1,RAW_seed5_L_base
RAW,0.5,16,5,0.0003,80640,2261912,28383,340596,10.344621435296537,,84.070556640625,1008.8466796875,12430.554192108608,0.0002,5.032786846160889,9.682991027832031,51a86202db31,29083276ae75,10.444999115976096,12.723199640393258,0.00320614452313,1,L,31524864,34358272,3.2001618775817715e-05,2.9362555826075888e-05,,,,,,,,300000000,,RAW,RAW,,,0.031095,7.845222385406494,base,0.1,constant,0,0.001,0.001,1,RAW_seed5_L_base
RAW,0.5,16,5,0.0003,182016,5104940,48309,579708,6.202627769827824,,2874.205810546875,34490.4697265625,57464.33704896961,5e-05,4.8619489669799805,19.703298091888428,51a86202db31,29083276ae75,6.310719440882495,12.681558308792114,0.0597404210395578,1,L,31524864,34358272,0.0010940719594083,0.0010038476244254,,,,,,,,300000000,,RAW,RAW,,,0.47518,0.487635317210108,base,0.1,constant,0,0.0,0.0,1,RAW_seed5_L_base
RAW,0.5,16,5,0.0003,411008,11527225,80933,971196,3.5486256825873155,,11245.240966796877,134942.8916015625,189990.83456118617,0.00025,4.773096084594727,40.41243362426758,51a86202db31,29083276ae75,3.6055087422302936,12.715451935207843,0.1391892058863504,1,L,31524864,34358272,0.0042805225615426,0.0039275226531055,,,,,,,,300000000,,RAW,RAW,,,0.70571,0.0163539450895041,base,0.1,constant,0,0.0,0.0005,1,RAW_seed5_L_base
RAW,0.5,16,5,0.0003,928256,26033459,132559,1590708,2.4429230021142807,,26123.636962890625,313483.6435546875,386357.1854841238,0.0003,4.710464477539063,85.36831545829773,51a86202db31,29083276ae75,2.489369623184549,12.660952356004715,0.1973159121598684,1,L,31524864,34358272,0.0099440125595684,0.0091239641957164,,,,,,,,300000000,,RAW,RAW,,,0.801805,0.0050174724381067,base,0.1,constant,0,0.0,0.0,1,RAW_seed5_L_base
RAW,0.5,16,5,0.0003,2096512,58799778,212931,2555172,1.89839300192121,,43021.014892578125,516252.1787109375,579784.9654555335,0.00015,4.686023712158203,183.1661689281464,51a86202db31,29083276ae75,1.9830401892994447,12.536396129179002,0.2022861866050504,1,L,31524864,34358272,0.0163760319064639,0.0150255571267069,,,,,,,,300000000,,RAW,RAW,,,0.84876,0.0018720451438275,base,0.1,constant,0,0.0,0.0005,1,RAW_seed5_L_base
RAW,0.5,16,5,0.0003,4735616,132818051,324013,3888156,1.6682174897243467,,55207.89526367188,662494.7431640625,696283.5493029854,0.00045,4.697375297546387,406.9667811393738,51a86202db31,29083276ae75,1.7134542129574224,12.46099631009102,0.1706320425415029,1,L,31524864,34358272,0.0210149913149209,0.0192819575781943,,,,,,,,300000000,,RAW,RAW,,,0.872255,0.0021900232530897,base,0.1,constant,0,0.9115,0.999,1,RAW_seed5_L_base
RAW,0.5,16,5,0.0003,10696448,300001065,489052,5868624,1.427689061739104,,68261.6025390625,819139.23046875,866087.8535273422,0.0002,4.656479835510254,902.4454424381256,51a86202db31,29083276ae75,1.522737699618109,12.42438921738863,0.139823577042932,1,L,31524864,34358272,0.0259839100485493,0.0238411067491621,,,,,,,,300000000,,RAW,RAW,,,0.890645,0.0014010809681349,base,0.1,constant,0,0.0015,0.0015,1,RAW_seed5_L_base
FLAT,0.5,16,1,0.0003,35712,1002054,16521,198252,11.75002504736185,,4.966552734375,59.5986328125,2635.191889230752,0.0003,,4.4024083614349365,51a86202db31,872d531d8ff2,11.786302881300449,12.620299692988397,0.0005447612130016,0,L,31524864,34358272,1.8905278326498093e-06,1.7346225331850216e-06,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.002855,10.843632957935334,cosine,0.1,cosine,1,0.0005,,1,FLAT_seed1_L_cosine
FLAT,0.5,16,1,0.0003,80640,2262035,28614,343368,10.387392756779194,,97.01416015625,1164.169921875,12138.985191336966,0.0004,5.0742034912109375,9.248701333999634,51a86202db31,872d531d8ff2,10.51082289782524,12.716573251366617,0.0036345844691409,0,L,31524864,34358272,3.6928626301924727e-05,3.388325006202291e-05,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.033755,7.893308361053466,cosine,0.1,cosine,1,0.0005,,1,FLAT_seed1_L_cosine
FLAT,0.5,16,1,0.0003,182016,5105143,48475,581700,6.3995370142391605,,2644.165283203125,31729.9833984375,54407.98431005135,0.00015,5.047165155410767,18.47012424468994,51a86202db31,872d531d8ff2,6.502858459463361,12.765112156713007,0.0547911294481691,0,L,31524864,34358272,0.0010065065910653,0.000923503469512,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.46071,0.6992370560877025,cosine,0.1,cosine,1,0.0,,1,FLAT_seed1_L_cosine
FLAT,0.5,16,1,0.0003,410880,11524536,150327,1803924,11.65897091108322,,143.299072265625,1719.5888671875,10817.165198170853,0.0003,4.987484335899353,37.9204466342926,51a86202db31,872d531d8ff2,11.718648262643814,12.179227921438216,0.0011973896904747,0,L,31524864,34358272,5.4547066949678194e-05,5.0048758773069264e-05,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.017425,11.25585286140442,cosine,0.1,cosine,1,0.0,,1,FLAT_seed1_L_cosine
FLAT,0.5,16,1,0.0003,928128,26032025,398532,4782384,11.68698505692005,,277.7021484375,3332.42578125,36412.60490363673,0.0005,5.0883948802948,81.50172448158264,51a86202db31,872d531d8ff2,11.879853971858024,12.1466657204628,0.0009409532986058,0,L,31524864,34358272,0.0001057078559085,9.699049420325912e-05,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.00637,11.45255921459198,cosine,0.1,cosine,1,0.002,,1,FLAT_seed1_L_cosine
FLAT,0.5,16,1,0.0003,2096512,58801209,641937,7703244,10.513608470921517,,8658.277099609375,103899.3251953125,304173.5167971532,0.0003,5.081226348876953,173.48396158218384,51a86202db31,872d531d8ff2,10.799511763184071,12.39984995932579,0.0137318771156671,0,L,31524864,34358272,0.0032957897992934,0.0030239973999656,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.069225,10.027873374938965,cosine,0.1,cosine,1,0.0,,1,FLAT_seed1_L_cosine
FLAT,0.5,16,1,0.0003,4735616,132815933,837687,10052244,5.829505005621258,,144954.48657226562,1739453.8388671875,1953544.6926867848,0.0005,5.0189244747161865,376.8162896633148,51a86202db31,872d531d8ff2,6.078859570421688,12.870311125397684,0.1732854873001491,0,L,31524864,34358272,0.055177203583406,0.0506269302154423,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.5546,5.451840052574873,cosine,0.1,cosine,1,0.991,,1,FLAT_seed1_L_cosine
FLAT,0.5,16,1,0.0003,10696320,300001987,964593,11575116,0.5578715399489691,,467333.5036621094,5608002.0439453125,5518676.449487786,0.0003,4.851077914237976,825.3269281387329,51a86202db31,872d531d8ff2,0.6168950009557977,13.185513910865785,0.484731902470783,0,L,31524864,34358272,0.1778913953108667,0.1632213064715627,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.982385,0.3490756596233695,cosine,0.1,cosine,0,0.3635,,1,FLAT_seed1_L_cosine
FLAT,0.5,16,2,0.0003,35712,1002175,16504,198048,11.60098828250885,,14.970703125,179.6484375,2877.140511746216,0.0002,,4.398128509521484,51a86202db31,6eedd7e33fa7,11.640231769216062,12.329742973136902,0.0011512360639844,0,L,31524864,34358272,5.69862688384635e-06,5.228680810839381e-06,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.00547,10.780049568653109,cosine,0.1,cosine,1,0.0015,,1,FLAT_seed2_L_cosine
FLAT,0.5,16,2,0.0003,80640,2261705,28300,339600,10.25639026373148,,160.0908203125,1921.08984375,13051.94915873766,0.0002,5.096994876861572,9.258249998092651,51a86202db31,6eedd7e33fa7,10.355348541308642,12.67646002099514,0.0059010600706713,0,L,31524864,34358272,6.093887807890305e-05,5.591345931919975e-05,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.056975,7.677963638782502,cosine,0.1,cosine,1,0.0005,,1,FLAT_seed2_L_cosine
FLAT,0.5,16,2,0.0003,182016,5104542,48143,577716,6.005864271543599,,3102.246337890625,37226.9560546875,62597.92386212546,0.0002,5.021478891372681,18.36497211456299,51a86202db31,6eedd7e33fa7,6.130650957833659,12.737466785728932,0.0646823006459921,0,L,31524864,34358272,0.001180876023912,0.0010834932575971,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.49146,0.4220444815549999,cosine,0.1,cosine,1,0.0,,1,FLAT_seed2_L_cosine
FLAT,0.5,16,2,0.0003,411008,11527477,150553,1806636,11.308977466928958,,368.243896484375,4418.9267578125,19858.347359850217,0.00025,4.9723289012908936,37.71425914764404,51a86202db31,6eedd7e33fa7,11.360202800564766,12.202680696535111,0.002690082562287,0,L,31524864,34358272,0.0001401727461159,0.0001286131839753,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.051755,10.6597636885643,cosine,0.1,cosine,1,0.0005,,1,FLAT_seed2_L_cosine
FLAT,0.5,16,2,0.0003,928256,26034033,398762,4785144,11.232614453077316,,763.64599609375,9163.751953125,67168.07404494839,0.0003,5.102597713470459,80.07851076126099,51a86202db31,6eedd7e33fa7,11.428853310837743,12.21753314385414,0.0021591826703647,0,L,31524864,34358272,0.0002906833143871,0.0002667116656252,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.025935,10.723487455368042,cosine,0.1,cosine,1,0.0005,,1,FLAT_seed2_L_cosine
FLAT,0.5,16,2,0.0003,2096512,58800742,641378,7696536,9.90602422501564,,20873.41357421875,250480.962890625,479094.5045087233,0.00015,5.081077098846436,172.66723728179932,51a86202db31,6eedd7e33fa7,10.181550480807424,12.444478509378431,0.0327887766652426,0,L,31524864,34358272,0.0079455049477969,0.0072902666027739,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.136175,9.423188766479493,cosine,0.1,cosine,1,0.0,,1,FLAT_seed2_L_cosine
FLAT,0.5,16,2,0.0003,4735360,132815534,837093,10045116,5.083762582658008,,171422.63159179688,2057071.5791015625,2232784.432185992,0.0001,4.983551859855652,373.8084032535553,51a86202db31,6eedd7e33fa7,5.32241497848535,12.944933982777597,0.2050273983894262,0,L,31524864,34358272,0.0652523537960881,0.0598712175950397,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.636215,4.711670679733158,cosine,0.1,cosine,1,0.986,,1,FLAT_seed2_L_cosine
FLAT,0.5,16,2,0.0003,10696192,300002541,964636,11575632,0.5280689585730107,,479124.4931640625,5749493.91796875,5627449.4246023325,0.0002,4.829440712928772,820.5397348403931,51a86202db31,6eedd7e33fa7,0.5818833543938492,13.152098712015151,0.496933558357764,0,L,31524864,34358272,0.1823796580999921,0.1673394377333281,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.983,0.3064321872703731,cosine,0.1,cosine,0,0.3605,,1,FLAT_seed2_L_cosine
RAW,0.5,16,1,0.0003,35712,1002054,16521,198252,11.75002504736185,,4.966552734375,59.5986328125,2635.191889230752,0.0003,,4.400716304779053,51a86202db31,70f4e08486a7,11.786302881300449,12.620299692988397,0.0005447612130016,0,L,31524864,34358272,1.8905278326498093e-06,1.7346225331850216e-06,,,,,,,,300000000,,RAW,RAW,,,0.002855,10.843632957935334,cosine,0.1,cosine,1,0.0005,,1,RAW_seed1_L_cosine
RAW,0.5,16,1,0.0003,80640,2262035,28614,343368,10.387392756779194,,97.01416015625,1164.169921875,12138.985191336966,0.0004,5.0742034912109375,9.31309461593628,51a86202db31,70f4e08486a7,10.51082289782524,12.716573251366617,0.0036345844691409,0,L,31524864,34358272,3.6928626301924727e-05,3.388325006202291e-05,,,,,,,,300000000,,RAW,RAW,,,0.033755,7.893308361053466,cosine,0.1,cosine,1,0.0005,,1,RAW_seed1_L_cosine
RAW,0.5,16,1,0.0003,182016,5105143,48475,581700,6.3995370142391605,,2644.165283203125,31729.9833984375,54407.98431005135,0.00015,5.047165155410767,18.58866500854492,51a86202db31,70f4e08486a7,6.502858459463361,12.765112156713007,0.0547911294481691,0,L,31524864,34358272,0.0010065065910653,0.000923503469512,,,,,,,,300000000,,RAW,RAW,,,0.46071,0.6992370560877025,cosine,0.1,cosine,1,0.0,,1,RAW_seed1_L_cosine
RAW,0.5,16,1,0.0003,410880,11524536,80829,969948,3.767008893408816,,10319.266357421877,123831.1962890625,172736.02565907963,0.0004,4.824724316596985,38.13718390464783,51a86202db31,70f4e08486a7,3.833592563387807,12.758801160788536,0.1279120117779509,0,L,31524864,34358272,0.003928048548887,0.00360411595464,,,,,,,,300000000,,RAW,RAW,,,0.69253,0.0502832925131078,cosine,0.1,cosine,1,0.0,,1,RAW_seed1_L_cosine
RAW,0.5,16,1,0.0003,928128,26032025,132442,1589304,2.6273072116668628,,23571.66552734375,282859.986328125,351022.93069511256,0.00015,4.733023405075073,79.36876583099365,51a86202db31,70f4e08486a7,2.688062989841685,12.7138438778162,0.1782214101266969,0,L,31524864,34358272,0.0089725997335983,0.0082326604297249,,,,,,,,300000000,,RAW,RAW,,,0.78924,0.0137381912537966,cosine,0.1,cosine,1,0.0,,1,RAW_seed1_L_cosine
RAW,0.5,16,1,0.0003,2096512,58801209,212985,2555820,2.094284541932312,,37321.001708984375,447852.0205078125,518450.4643514048,0.00035,4.715884685516357,169.90749597549438,51a86202db31,70f4e08486a7,2.1801339761858167,12.625841614985466,0.1754724511115806,0,L,31524864,34358272,0.0142063109457922,0.0130347655582857,,,,,,,,300000000,,RAW,RAW,,,0.83544,0.0055830632521829,cosine,0.1,cosine,1,0.0005,,1,RAW_seed1_L_cosine
RAW,0.5,16,1,0.0003,4735616,132815933,324075,3888900,1.7295802422815811,,53655.880126953125,643870.5615234375,696939.4352754144,0.0004,4.724644899368286,372.2886905670166,51a86202db31,70f4e08486a7,1.785161169514613,12.5628071246624,0.1658103833989045,0,L,31524864,34358272,0.0204242137737196,0.0187398994199544,,,,,,,,300000000,,RAW,RAW,,,0.868475,0.003604221253001,cosine,0.1,cosine,1,0.7055,,1,RAW_seed1_L_cosine
RAW,0.5,16,1,0.0003,10696320,300001987,488690,5864280,1.0705940839410195,,115600.69091796876,1387208.291015625,1363280.4912219606,0.0003,4.67187774181366,815.5753152370453,51a86202db31,70f4e08486a7,1.1298669347533363,12.425886082816124,0.2367963330536741,0,L,31524864,34358272,0.0440036249170059,0.040374797982146,,,,,,,,300000000,,RAW,RAW,,,0.923595,0.0016477283793501,cosine,0.1,cosine,0,0.079,,1,RAW_seed1_L_cosine
RAW,0.5,16,2,0.0003,35712,1002175,16504,198048,11.60098828250885,,14.970703125,179.6484375,2877.140511746216,0.0002,,4.436664581298828,51a86202db31,55e56556dd84,11.640231769216062,12.329742973136902,0.0011512360639844,0,L,31524864,34358272,5.69862688384635e-06,5.228680810839381e-06,,,,,,,,300000000,,RAW,RAW,,,0.00547,10.780049568653109,cosine,0.1,cosine,1,0.0015,,1,RAW_seed2_L_cosine
RAW,0.5,16,2,0.0003,80640,2261705,28300,339600,10.25639026373148,,160.0908203125,1921.08984375,13051.94915873766,0.0002,5.096994876861572,9.360721588134766,51a86202db31,55e56556dd84,10.355348541308642,12.67646002099514,0.0059010600706713,0,L,31524864,34358272,6.093887807890305e-05,5.591345931919975e-05,,,,,,,,300000000,,RAW,RAW,,,0.056975,7.677963638782502,cosine,0.1,cosine,1,0.0005,,1,RAW_seed2_L_cosine
RAW,0.5,16,2,0.0003,182016,5104542,48143,577716,6.005864271543599,,3102.246337890625,37226.9560546875,62597.92386212546,0.0002,5.021478891372681,18.898868083953857,51a86202db31,55e56556dd84,6.130650957833659,12.737466785728932,0.0646823006459921,0,L,31524864,34358272,0.001180876023912,0.0010834932575971,,,,,,,,300000000,,RAW,RAW,,,0.49146,0.4220444815549999,cosine,0.1,cosine,1,0.0,,1,RAW_seed2_L_cosine
RAW,0.5,16,2,0.0003,411008,11527477,80709,968508,3.667764239212577,,10836.295654296877,130035.5478515625,179408.93604052713,0.00015,4.8289124965667725,38.09941411018372,51a86202db31,55e56556dd84,3.738824747183804,12.734592354786397,0.1345079235277354,0,L,31524864,34358272,0.0041248567432856,0.0037846940571272,,,,,,,,300000000,,RAW,RAW,,,0.69943,0.0399446707668248,cosine,0.1,cosine,1,0.0,,1,RAW_seed2_L_cosine
RAW,0.5,16,2,0.0003,928256,26034033,132534,1590408,2.6283988708504022,,23475.64306640625,281707.716796875,350755.0521790819,0.0003,4.749934434890747,79.50372171401978,51a86202db31,55e56556dd84,2.682189765912873,12.68915643093586,0.1773733532527502,0,L,31524864,34358272,0.0089360485995078,0.0081991235413956,,,,,,,,300000000,,RAW,RAW,,,0.78887,0.0152053996663889,cosine,0.1,cosine,1,0.0,,1,RAW_seed2_L_cosine
RAW,0.5,16,2,0.0003,2096512,58800742,212453,2549436,2.106527557137655,,36790.13159179688,441481.5791015625,517454.8746873172,0.0005,4.709480404853821,170.60846948623657,51a86202db31,55e56556dd84,2.1869077413102143,12.65849763083458,0.1734124724056615,0,L,31524864,34358272,0.0140042342165714,0.0128493533988427,,,,,,,,300000000,,RAW,RAW,,,0.83357,0.0055074455661233,cosine,0.1,cosine,1,0.0,,1,RAW_seed2_L_cosine
RAW,0.5,16,2,0.0003,4735360,132815534,323533,3882396,1.7249925904607617,,53458.01245117188,641496.1494140625,694128.634052034,0.00055,4.705591440200806,376.6959941387177,51a86202db31,55e56556dd84,1.780850627338622,12.561151936244965,0.1654761647189004,0,L,31524864,34358272,0.0203488950630861,0.0186707919831958,,,,,,,,300000000,,RAW,RAW,,,0.868195,0.0036111768242699,cosine,0.1,cosine,1,0.718,,1,RAW_seed2_L_cosine
RAW,0.5,16,2,0.0003,10696192,300002541,488195,5858340,1.0586817474305623,,114726.81176757812,1376721.7412109375,1359421.55040983,5e-05,4.657555818557739,870.0990986824036,51a86202db31,55e56556dd84,1.1069919156813826,12.389438877868653,0.2352461618820348,0,L,31524864,34358272,0.0436709811408207,0.0400695861890533,,,,,,,,300000000,,RAW,RAW,,,0.92457,0.0017592146117822,cosine,0.1,cosine,0,0.097,,1,RAW_seed2_L_cosine
FLAT,0.5,16,1,0.0003,35712,1002054,16521,198252,11.47444085273981,,24.966552734375,299.5986328125,3808.52667201829,0.0003,5.087945938110352,4.558311939239502,51a86202db31,350e6f7a6220,11.53197314622879,12.405616093063356,0.0017553416863385,1,L,31524864,34358272,9.503566226725038e-06,8.719839950405538e-06,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.00837,10.448429656028749,wd0,0.0,constant,0,0.0,0.0,1,FLAT_seed1_L_wd0
FLAT,0.5,16,1,0.0003,80640,2262035,28614,343368,10.139478970022202,,183.01416015625,2196.169921875,13760.221671766138,0.00025,5.026708126068115,9.83789348602295,51a86202db31,350e6f7a6220,10.24167070194304,12.738282957673071,0.0066401062416998,1,L,31524864,34358272,6.966469139644821e-05,6.391968495607113e-05,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.0667,7.375866376280785,wd0,0.0,constant,0,0.0005,0.0005,1,FLAT_seed1_L_wd0
FLAT,0.5,16,1,0.0003,182016,5105143,48475,581700,5.9232051166871,,3244.165283203125,38929.9833984375,64315.43805092774,5e-05,4.8589701652526855,19.981273412704468,51a86202db31,350e6f7a6220,6.0190797145933095,12.661111265587806,0.0671686436307374,1,L,31524864,34358272,0.0012348977428875,0.0011330599920286,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.498895,0.3323391542676836,wd0,0.0,constant,0,0.0,0.0,1,FLAT_seed1_L_wd0
FLAT,0.5,16,1,0.0003,410880,11524536,150327,1803924,10.873660730559823,,1221.299072265625,14655.5888671875,27082.98601564102,0.00015,5.099708557128906,41.31504225730896,51a86202db31,350e6f7a6220,10.927207867221831,12.139281966018675,0.0083684235034291,1,L,31524864,34358272,0.0004648898363903,0.0004265519775612,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.192105,9.965570364952088,wd0,0.0,constant,0,0.0,0.0,1,FLAT_seed1_L_wd0
FLAT,0.5,16,1,0.0003,928128,26032025,398532,4782384,11.296177345707417,,655.7021484375,7868.42578125,55297.98758903732,0.00015,5.072761058807373,88.93507790565491,51a86202db31,350e6f7a6220,11.487416543197632,12.14364203953743,0.0018894342236006,1,L,31524864,34358272,0.0002495942815566,0.0002290111033887,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.03001,10.829140067100523,wd0,0.0,constant,0,0.0,0.0,1,FLAT_seed1_L_wd0
FLAT,0.5,16,1,0.0003,2096512,58801209,641937,7703244,10.059083343461156,,13793.277099609377,165519.3251953125,380155.0636790307,0.0003,5.070773601531982,190.80175232887268,51a86202db31,350e6f7a6220,10.351283805958031,12.379629398155211,0.0217311044541754,1,L,31524864,34358272,0.0052504374069722,0.004817451971837,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.13287,9.475967695236204,wd0,0.0,constant,0,0.0005,0.0,1,FLAT_seed1_L_wd0
FLAT,0.5,16,1,0.0003,4735616,132815933,837687,10052244,5.7746083468064855,,150498.48657226562,1805981.8388671875,1939057.9796534893,0.00025,4.968926906585693,412.5700125694275,51a86202db31,350e6f7a6220,5.997118479514457,12.817365352749825,0.17990371105198,1,L,31524864,34358272,0.0572875378262436,0.0525632324834959,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.593545,5.428256531044841,wd0,0.0,constant,0,0.9995,1.0,1,FLAT_seed1_L_wd0
FLAT,0.5,16,1,0.0003,10696320,300001987,964593,11575116,1.1145478678631595,,362148.5036621094,4345782.0439453125,4384822.267769468,0.00035,4.879337787628174,905.4144032001496,51a86202db31,350e6f7a6220,1.1832960334311984,13.217332157754898,0.3756859110526409,1,L,31524864,34358272,0.1378525231368266,0.1264843017700457,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.96762,0.8257061368352734,wd0,0.0,constant,0,0.096,0.053,1,FLAT_seed1_L_wd0
FLAT,0.5,16,2,0.0003,35712,1002175,16504,198048,11.68554215464592,,11.970703125,143.6484375,2722.2358709285736,0.00035,5.060895919799805,4.46195912361145,51a86202db31,6fd037e31035,11.716275781345368,12.535150230360031,0.0009694619486185,1,L,31524864,34358272,4.556671124735066e-06,4.180898198256303e-06,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.003295,10.770516533851625,wd0,0.0,constant,0,0.0,0.0005,1,FLAT_seed2_L_wd0
FLAT,0.5,16,2,0.0003,80640,2261705,28300,339600,10.35553547285676,,72.0908203125,865.08984375,12473.376216671466,0.00025,5.028485298156738,9.66985249519348,51a86202db31,6fd037e31035,10.447321628313064,12.756715474820137,0.0027915194346289,1,L,31524864,34358272,2.7441509144972046e-05,2.517850268342948e-05,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.029105,7.82296921300888,wd0,0.0,constant,0,0.0,0.0,1,FLAT_seed2_L_wd0
FLAT,0.5,16,2,0.0003,182016,5104542,48143,577716,6.083362731206301,,3030.246337890625,36362.9560546875,59893.07877159144,5e-05,4.890194416046143,19.69340467453003,51a86202db31,6fd037e31035,6.189374073924292,12.637983717298509,0.0631867561223853,1,L,31524864,34358272,0.0011534690856933,0.0010583464748951,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.485695,0.3921663942132145,wd0,0.0,constant,0,0.0005,0.0,1,FLAT_seed2_L_wd0
FLAT,0.5,16,2,0.0003,411008,11527477,150553,1806636,10.787124063296318,,1332.243896484375,15986.9267578125,29524.443486753225,0.0002,5.06797456741333,41.01613521575928,51a86202db31,6fd037e31035,10.84236572991848,12.14940762629509,0.0090931432784467,1,L,31524864,34358272,0.0005071211967103,0.0004653006634854,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.20648,9.789581824302674,wd0,0.0,constant,0,0.0005,0.001,1,FLAT_seed2_L_wd0
FLAT,0.5,16,2,0.0003,928256,26034033,398762,4785144,10.835952057471276,,1417.64599609375,17011.751953125,96319.91951099214,0.0001,5.085598468780518,87.75732254981995,51a86202db31,6fd037e31035,11.02745079685688,12.251017729663848,0.0037992587056941,1,L,31524864,34358272,0.0005396296698734,0.0004951282751683,,,,,,,,300000000,,FLAT,30,2.6046921207e-07,156849.0,0.071635,10.06345162343979,wd0,0.0,constant,0,0.0,0.0005,1,FLAT_seed2_L_wd0
