corpus,zipf_a,filler_n,seed,lr,docs,train_tokens,facts_delivered,bits_delivered,obj_loss_bits_indist,ideal_loss_bits,facts_stored,bits_stored,bits_stored_soft,unseen_top1_acc,train_loss_nats,wall_seconds,git_commit,config_hash,obj_loss_bits_indist_fullvocab,unseen_loss_bits,delivered_top1_acc,cooldown,model_size,n_params_nonemb,n_params_total,bits_stored_per_param,bits_stored_per_param_total,k_sub,frac_stored,mean_exposures,cap,warmup_docs,facts_with_at_least_cstar_exposures,cap_adequacy,budget_tokens,n_uncapped
CAPPED,0.5,16,1,0.0003,35712,1002054,16528,198336,11.587704494094847,,20.96484375,251.578125,3066.8747295696257,0.00035,5.094217777252197,4.43584132194519,5a734661cf8a,78249c430c7c,11.641749634139538,12.439970220828055,0.0015125847047434,1,L,31524864,34358272,7.980308019726905e-06,7.322199585590335e-06,,,,30,300000,1,0.999755859375,300000000,1000000.0
CAPPED,0.5,16,1,0.0003,80640,2262035,28598,343176,10.147234700864551,,223.01806640625,2676.216796875,13810.36524527364,0.00015,5.028491020202637,9.621343612670898,5a734661cf8a,78249c430c7c,10.248147553733586,12.751122494769096,0.0080425204559759,1,L,31524864,34358272,8.489225510616002e-05,7.789148409078897e-05,,,,30,300000,271,0.4757706195226014,300000000,1000000.0
CAPPED,0.5,16,1,0.0003,182016,5105143,48504,582048,6.003047015304878,,3091.158203125,37093.8984375,61859.71701083337,0.0001,4.869333744049072,19.64310383796692,5a734661cf8a,78249c430c7c,6.097660073563727,12.670587962269783,0.0639741052284347,1,L,31524864,34358272,0.0011766553041275,0.0010796206059926,,,,30,300000,1180,0.9955185712394068,300000000,1000000.0
CAPPED,0.5,16,1,0.0003,411008,11527390,93082,1116984,4.036921559591812,,15667.27490234375,188007.298828125,245071.91298035847,0.0002,4.883916854858398,40.73746228218079,5a734661cf8a,78249c430c7c,4.150366152917366,12.697992963957786,0.1685610536945918,1,L,31524864,34358272,0.0059637782681037,0.0054719660764116,,,,30,300000,3363,0.9616946045430048,300000000,996766.0
CAPPED,0.5,16,1,0.0003,928128,26032164,208492,2501904,6.652900434161665,,51020.0986328125,612241.18359375,737408.3628378414,5e-05,4.876965045928955,86.98721194267273,5a734661cf8a,78249c430c7c,6.8026042113835015,12.895462497925758,0.2449542428486464,1,L,31524864,34358272,0.0194208984880553,0.0178193240799115,,,,30,300000,9820,0.6023016842222505,300000000,990542.0
CAPPED,0.5,16,1,0.0003,2096512,58799614,420486,5045832,9.319682502786105,,115736.34228515624,1388836.107421875,1528432.2141736993,0.00045,4.889376163482666,189.83583092689517,5a734661cf8a,78249c430c7c,9.525837798947029,12.92939628455639,0.2754883634651332,1,L,31524864,34358272,0.0440552608703363,0.0404221756967834,,,,30,300000,25161,0.4524803138879367,300000000,975496.0
CAPPED,0.5,16,1,0.0003,4735488,132817326,731756,8781072,11.262866282600651,,191251.3486328125,2295016.18359375,2392818.332509239,0.00025,4.881497383117676,417.57211661338806,5a734661cf8a,78249c430c7c,11.437821839021796,12.96371724369526,0.2616035946408365,1,L,31524864,34358272,0.0728001930030134,0.0667966125768417,,,,30,300000,63073,0.2859797586662974,300000000,937484.0
CAPPED,0.5,16,1,0.0003,10696448,300003159,971481,11657772,12.3408649392662,,258017.8220214844,3096213.8642578125,2998572.684367905,0.0003,4.964539527893066,921.7075250148772,5a734661cf8a,78249c430c7c,12.487516423950373,12.884940079414845,0.2658363879478858,1,L,31524864,34358272,0.0982149792702614,0.0901155292168888,,,,30,300000,164860,0.1495920840504822,300000000,836042.0
CAPPED,0.5,16,2,0.0003,35712,1002175,16510,198120,11.607873456926344,,17.96923828125,215.630859375,3146.9499245841507,0.00035,5.059120655059815,4.421377420425415,5a734661cf8a,6223d5bdab2f,11.651005299904346,12.495019119763374,0.0013325257419745,1,L,31524864,34358272,6.840025047372132e-06,6.275951810818658e-06,,,,30,300000,0,,300000000,1000000.0
CAPPED,0.5,16,2,0.0003,80640,2261705,28348,340176,10.047533995177746,,231.0791015625,2772.94921875,14263.542926857996,0.0002,5.017547607421875,9.596943855285645,5a734661cf8a,6223d5bdab2f,10.15341872497797,12.657950100648405,0.0083956540143925,1,L,31524864,34358272,8.796070361318608e-05,8.070688824950219e-05,,,,30,300000,277,0.51961145504287,300000000,1000000.0
CAPPED,0.5,16,2,0.0003,182016,5104542,48215,578580,5.855711741358731,,3323.228759765625,39878.7451171875,65009.22186118208,0.0001,4.8854079246521,19.779592275619507,5a734661cf8a,6223d5bdab2f,5.951450014252029,12.641587356185912,0.0691693456393238,1,L,31524864,34358272,0.0012649934070195,0.0011606737707061,,,,30,300000,1174,0.9972004931058348,300000000,1000000.0
CAPPED,0.5,16,2,0.0003,411008,11527381,93339,1120068,4.018805487528194,,15447.212158203123,185366.5458984375,242907.12373058824,0.00025,4.890900135040283,40.74956488609314,5a734661cf8a,6223d5bdab2f,4.134164978532316,12.686481286978722,0.1657399372180974,1,L,31524864,34358272,0.0058800109620913,0.005395106770749,,,,30,300000,3376,0.9585828735930096,300000000,996756.0
